target_date,generated_at,rank,fixture_id,league,home_team,away_team,market_primary,base_recommendation,objective_override_status,home_objective_status,away_objective_status,objective_edge,context_gate_decision,context_gate_reason,recommended_action,home_urgency_score,away_urgency_score,home_rank,away_rank,auto_apply,production_change,guardrail_status
2026-07-12,2026-07-12T10:27:05+01:00,1,1506993,K League 1,Gwangju FC,Pohang Steelers,AWAY_WIN,BET,PROXY_ONLY,PROXY,PROXY,HOME,TABLE_PROXY_CONFLICT,table proxy favors home side,No real objective override available,1.0,0.0,12.0,5.0,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
2026-07-12,2026-07-12T10:27:05+01:00,2,1506994,K League 1,Ulsan Hyundai FC,Jeonbuk Motors,OVER_1_5,BET,PROXY_ONLY,PROXY,PROXY,TEMPO,TABLE_PROXY_TEMPO,table proxy supports tempo,No real objective override available,1.0,0.5,2.0,4.0,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
