target_date,generated_at,fixture_id,home_team,away_team,market,candidate_origin,market_direction_source,max_execution_permission,real_data_strength,proxy_reason,allowed_downstream_use,source_files,auto_apply,production_change
2026-07-12,2026-07-12T10:27:05+01:00,1506993,Gwangju FC,Pohang Steelers,UNDER_3_5_REVIEW,OBJECTIVE_PROXY,UNDER_CONTROL,NO_BET,21,objective context bridge created diagnostic shortlist row,DIAGNOSTIC_ONLY_NO_MARKET_PERMISSION,vsigma_real_objective_context_gate.csv; vsigma_today_execution_shortlist.csv,NO,NO
2026-07-12,2026-07-12T10:27:05+01:00,1506994,Ulsan Hyundai FC,Jeonbuk Motors,NO_CLEAR_STAT_MARKET,OBJECTIVE_PROXY,UNKNOWN,NO_BET,21,objective context bridge created diagnostic shortlist row,DIAGNOSTIC_ONLY_NO_MARKET_PERMISSION,vsigma_real_objective_context_gate.csv; vsigma_today_execution_shortlist.csv,NO,NO
