evaluation_date,historical_batch_date,execution_rank,execution_shortlist_source,final_execution_bucket,final_recommendation,execution_score,fixture_id,league,home_team,away_team,market_primary,selection_score,primary_model_prob,primary_odds_used,primary_edge,accuracy_mode_eligible_flag,accuracy_confidence_score,accuracy_mode_reason,accuracy_primary_risk,accuracy_mode_bucket,accuracy_mode_rank,competition_raw_prob,competition_calibrated_prob,competition_prob_calibration_bucket,competition_prob_calibration_reason,competition_prob_shrinkage_applied_flag,result_status,actionable_result,primary_result,profit_units,stake_units,pick_mode,score_fulltime_home,score_fulltime_away,goals_home,goals_away,status,date,home_team_result,away_team_result,league_result,comparison_mode,competition_pick_rank,resolved_home_goals,resolved_away_goals,ledger_result_status,actionable_profit_units,primary_profit_units,market_alt,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,projected_home_goals,projected_away_goals,projected_total_goals,likely_scoreline,over25_low_conversion_firewall_flag,over25_low_conversion_firewall_decision,over25_low_conversion_firewall_reason,over25_low_conversion_confirmation_score,over25_low_conversion_recommended_market,over25_low_conversion_original_market,over25_low_conversion_action,home_player_impact_coverage_flag,away_player_impact_coverage_flag,player_impact_quality_flag,home_goalkeeper_confidence_flag,away_goalkeeper_confidence_flag,home_attacking_core_available_score,away_attacking_core_available_score,home_defensive_core_available_score,away_defensive_core_available_score,player_impact_uncertainty_penalty,player_impact_market_translation_hint,player_impact_adjustment_action,player_impact_adjustment_reason,player_impact_original_market,player_impact_recommended_market,player_impact_confidence_delta,player_impact_probability_delta,api_prediction_available_flag,api_prediction_quality_flag,api_prediction_winner,api_prediction_advice,api_prediction_home_prob,api_prediction_draw_prob,api_prediction_away_prob,api_prediction_over_under_hint,api_prediction_goal_hint,api_prediction_btts_hint,api_prediction_alignment_flag,api_prediction_disagreement_flag,api_prediction_confidence_adjustment,api_prediction_benchmark_reason,api_prediction_original_accuracy_eligible_flag,api_prediction_original_confidence_score,api_prediction_original_market,api_prediction_benchmark_action,api_prediction_benchmark_changed_inclusion_flag,api_prediction_recommended_status
2026-05-06,2026-05-06,1,PREMIUM_CORE,APPROVED_PREMIUM,BET,141.54052287581698,1535283,CONMEBOL Libertadores,Barcelona SC,Boca Juniors,OVER_1_5,101.86,0.8604,1.53,0.2068052287581699,1,158.138,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_CORE,1,0.8604,0.7804,MARKET_BUCKET:OVER_1_5|ACCURACY_CORE,CALIBRATED_MARKET_BUCKET_OVERCONFIDENCE,1,RESULT_AVAILABLE,LOSS,LOSS,-1.0,1.0,COMPETITION_ACCURACY_MODE,1.0,0.0,1.0,0.0,FT,2026-05-06,Barcelona SC,Boca Juniors,CONMEBOL Libertadores,SHADOW_CANDIDATE_V2,1,1.0,0.0,RESULT_AVAILABLE,-1.0,-1.0,OVER_2_5,0.6725,2.65,0.3773584905660377,0.2951415094339622,1.07,2.4,3.47,1-2 / 1-3 / 2-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06,2026-05-06,1,PREMIUM_CORE,APPROVED_PREMIUM,BET,141.54052287581698,1535283,CONMEBOL Libertadores,Barcelona SC,Boca Juniors,OVER_1_5,101.86,0.8604,1.53,0.2068052287581699,1,158.138,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_CORE,1,0.8604,0.7804,MARKET_BUCKET:OVER_1_5|ACCURACY_CORE,CALIBRATED_MARKET_BUCKET_OVERCONFIDENCE,1,RESULT_AVAILABLE,LOSS,LOSS,-1.0,1.0,SHADOW_CANDIDATE_V4_O25_LOW_CONVERSION_FIREWALL,1.0,0.0,1.0,0.0,FT,2026-05-06,Barcelona SC,Boca Juniors,CONMEBOL Libertadores,SHADOW_CANDIDATE_V4_O25_LOW_CONVERSION_FIREWALL,1,1.0,0.0,RESULT_AVAILABLE,-1.0,-1.0,OVER_2_5,0.6725,2.65,0.3773584905660377,0.2951415094339622,1.07,2.4,3.47,1-2 / 1-3 / 2-2,0.0,NOT_APPLIED,Firewall applies only to OVER_2_5 with LOW_CONVERSION primary risk.,0.0,OVER_1_5,OVER_1_5,NO_ACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06,2026-05-06,1,PREMIUM_CORE,APPROVED_PREMIUM,BET,141.54052287581698,1535283,CONMEBOL Libertadores,Barcelona SC,Boca Juniors,OVER_1_5,101.86,0.8604,1.53,0.2068052287581699,1,158.138,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_CORE,1,0.8604,0.7804,MARKET_BUCKET:OVER_1_5|ACCURACY_CORE,CALIBRATED_MARKET_BUCKET_OVERCONFIDENCE,1,RESULT_AVAILABLE,LOSS,LOSS,-1.0,1.0,SHADOW_CANDIDATE_V5_PLAYER_IMPACT,1.0,0.0,1.0,0.0,FT,2026-05-06,Barcelona SC,Boca Juniors,CONMEBOL Libertadores,SHADOW_CANDIDATE_V5_PLAYER_IMPACT,1,1.0,0.0,RESULT_AVAILABLE,-1.0,-1.0,OVER_2_5,0.6725,2.65,0.3773584905660377,0.2951415094339622,1.07,2.4,3.47,1-2 / 1-3 / 2-2,,,,,,,,NONE,NONE,NONE,UNKNOWN_COVERAGE,UNKNOWN_COVERAGE,0.0,0.0,0.0,0.0,0.0,PLAYER_IMPACT_NEUTRAL_NO_RELIABLE_COVERAGE,NOT_APPLIED,Player-impact coverage missing or neutral; no market movement.,OVER_1_5,OVER_1_5,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2026-05-06,2026-05-06,1,PREMIUM_CORE,APPROVED_PREMIUM,BET,141.54052287581698,1535283,CONMEBOL Libertadores,Barcelona SC,Boca Juniors,OVER_1_5,101.86,0.8604,1.53,0.2068052287581699,1,158.138,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_CORE,1,0.8604,0.7804,MARKET_BUCKET:OVER_1_5|ACCURACY_CORE,CALIBRATED_MARKET_BUCKET_OVERCONFIDENCE,1,RESULT_AVAILABLE,LOSS,LOSS,-1.0,1.0,SHADOW_CANDIDATE_V6_API_PREDICTIONS_BENCHMARK,1.0,0.0,1.0,0.0,FT,2026-05-06,Barcelona SC,Boca Juniors,CONMEBOL Libertadores,SHADOW_CANDIDATE_V6_API_PREDICTIONS_BENCHMARK,1,1.0,0.0,RESULT_AVAILABLE,-1.0,-1.0,OVER_2_5,0.6725,2.65,0.3773584905660377,0.2951415094339622,1.07,2.4,3.47,1-2 / 1-3 / 2-2,,,,,,,,,,,,,,,,,,,,,,,,,1.0,FULL,AWAY,Double chance : draw or Boca Juniors,0.1,0.45,0.45,UNKNOWN,LOW_GOALS,UNKNOWN,NEUTRAL,0.0,0.0,API benchmark compared mild goals support against vSIGMA OVER_1_5.,1.0,158.138,OVER_1_5,NOT_APPLIED,0.0,KEEP
2026-05-07,2026-05-07,2,PREMIUM_CORE,APPROVED_PREMIUM,BET,139.5244827586207,1535288,CONMEBOL Libertadores,Independ. Rivadavia,Fluminense,OVER_1_5,102.23,0.8726,1.45,0.1829448275862069,1,154.041,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_CORE,1,0.8726,0.80496,MARKET_BUCKET:OVER_1_5|ACCURACY_CORE,CALIBRATED_MARKET_BUCKET_OVERCONFIDENCE,1,RESULT_AVAILABLE,WIN,WIN,0.45,1.0,COMPETITION_ACCURACY_MODE,1.0,1.0,1.0,1.0,FT,2026-05-07,Independ. Rivadavia,Fluminense,CONMEBOL Libertadores,BASELINE_OFFICIAL,1,1.0,1.0,RESULT_AVAILABLE,0.45,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,2026-05-07,1,PREMIUM_CORE,APPROVED_PREMIUM,BET,140.38666666666666,1540873,UEFA Europa League,Aston Villa,Nottingham Forest,OVER_2_5,93.53,0.7994,1.92,0.2785666666666666,1,134.952,ACCURACY_CORE_PRIORITY;ACCURACY_OVER_CONFIRMED;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_CORE,2,0.7994,0.816525,BUCKET:ACCURACY_CORE,CALIBRATED_BUCKET_RELIABILITY_UPLIFT,1,RESULT_AVAILABLE,WIN,WIN,0.92,1.0,COMPETITION_ACCURACY_MODE,4.0,0.0,4.0,0.0,FT,2026-05-07,Aston Villa,Nottingham Forest,UEFA Europa League,BASELINE_OFFICIAL,2,4.0,0.0,RESULT_AVAILABLE,0.92,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,2026-05-07,2,PREMIUM_CORE,APPROVED_PREMIUM,BET,138.4444827586207,1535288,CONMEBOL Libertadores,Independ. Rivadavia,Fluminense,OVER_1_5,101.65,0.8676,1.45,0.1779448275862069,1,157.416,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_CORE,1,0.8676,0.7876,MARKET_BUCKET:OVER_1_5|ACCURACY_CORE,CALIBRATED_MARKET_BUCKET_OVERCONFIDENCE,1,RESULT_AVAILABLE,WIN,WIN,0.45,1.0,COMPETITION_ACCURACY_MODE,1.0,1.0,1.0,1.0,FT,2026-05-07,Independ. Rivadavia,Fluminense,CONMEBOL Libertadores,SHADOW_CANDIDATE_V2,1,1.0,1.0,RESULT_AVAILABLE,0.45,0.45,OVER_2_5,0.6848,2.4,0.4166666666666667,0.2681333333333333,2.6,0.94,3.54,2-1 / 3-1 / 2-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,2026-05-07,3,PREMIUM_CORE,APPROVED_PREMIUM,BET,138.22666666666666,1540873,UEFA Europa League,Aston Villa,Nottingham Forest,OVER_2_5,92.66,0.7865,1.92,0.2656666666666666,1,137.92,ACCURACY_CORE_PRIORITY;ACCURACY_OVER_CONFIRMED;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_CORE,2,0.7865,0.775617,BUCKET:ACCURACY_CORE,CALIBRATED_BUCKET_SHRINKAGE,1,RESULT_AVAILABLE,WIN,WIN,0.92,1.0,COMPETITION_ACCURACY_MODE,4.0,0.0,4.0,0.0,FT,2026-05-07,Aston Villa,Nottingham Forest,UEFA Europa League,SHADOW_CANDIDATE_V2,2,4.0,0.0,RESULT_AVAILABLE,0.92,0.92,BTTS_YES,0.7668,1.84,0.5434782608695652,0.2233217391304348,2.01,2.17,4.18,2-2 / 2-1 / 1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,2026-05-07,2,PREMIUM_CORE,APPROVED_PREMIUM,BET,138.4444827586207,1535288,CONMEBOL Libertadores,Independ. Rivadavia,Fluminense,OVER_1_5,101.65,0.8676,1.45,0.1779448275862069,1,157.416,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_CORE,1,0.8676,0.7876,MARKET_BUCKET:OVER_1_5|ACCURACY_CORE,CALIBRATED_MARKET_BUCKET_OVERCONFIDENCE,1,RESULT_AVAILABLE,WIN,WIN,0.45,1.0,SHADOW_CANDIDATE_V4_O25_LOW_CONVERSION_FIREWALL,1.0,1.0,1.0,1.0,FT,2026-05-07,Independ. Rivadavia,Fluminense,CONMEBOL Libertadores,SHADOW_CANDIDATE_V4_O25_LOW_CONVERSION_FIREWALL,1,1.0,1.0,RESULT_AVAILABLE,0.45,0.45,OVER_2_5,0.6848,2.4,0.4166666666666667,0.2681333333333333,2.6,0.94,3.54,2-1 / 3-1 / 2-2,0.0,NOT_APPLIED,Firewall applies only to OVER_2_5 with LOW_CONVERSION primary risk.,0.0,OVER_1_5,OVER_1_5,NO_ACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,2026-05-07,2,PREMIUM_CORE,APPROVED_PREMIUM,BET,138.4444827586207,1535288,CONMEBOL Libertadores,Independ. Rivadavia,Fluminense,OVER_1_5,101.65,0.8676,1.45,0.1779448275862069,1,157.416,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_CORE,1,0.8676,0.7876,MARKET_BUCKET:OVER_1_5|ACCURACY_CORE,CALIBRATED_MARKET_BUCKET_OVERCONFIDENCE,1,RESULT_AVAILABLE,WIN,WIN,0.45,1.0,SHADOW_CANDIDATE_V5_PLAYER_IMPACT,1.0,1.0,1.0,1.0,FT,2026-05-07,Independ. Rivadavia,Fluminense,CONMEBOL Libertadores,SHADOW_CANDIDATE_V5_PLAYER_IMPACT,1,1.0,1.0,RESULT_AVAILABLE,0.45,0.45,OVER_2_5,0.6848,2.4,0.4166666666666667,0.2681333333333333,2.6,0.94,3.54,2-1 / 3-1 / 2-2,,,,,,,,NONE,NONE,NONE,UNKNOWN_COVERAGE,UNKNOWN_COVERAGE,0.0,0.0,0.0,0.0,0.0,PLAYER_IMPACT_NEUTRAL_NO_RELIABLE_COVERAGE,NOT_APPLIED,Player-impact coverage missing or neutral; no market movement.,OVER_1_5,OVER_1_5,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2026-05-07,2026-05-07,3,PREMIUM_CORE,APPROVED_PREMIUM,BET,138.22666666666666,1540873,UEFA Europa League,Aston Villa,Nottingham Forest,OVER_2_5,92.66,0.7865,1.92,0.2656666666666666,1,137.92,ACCURACY_CORE_PRIORITY;ACCURACY_OVER_CONFIRMED;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_CORE,2,0.7865,0.775617,BUCKET:ACCURACY_CORE,CALIBRATED_BUCKET_SHRINKAGE,1,RESULT_AVAILABLE,WIN,WIN,0.92,1.0,SHADOW_CANDIDATE_V5_PLAYER_IMPACT,4.0,0.0,4.0,0.0,FT,2026-05-07,Aston Villa,Nottingham Forest,UEFA Europa League,SHADOW_CANDIDATE_V5_PLAYER_IMPACT,2,4.0,0.0,RESULT_AVAILABLE,0.92,0.92,BTTS_YES,0.7668,1.84,0.5434782608695652,0.2233217391304348,2.01,2.17,4.18,2-2 / 2-1 / 1-2,,,,,,,,NONE,NONE,NONE,UNKNOWN_COVERAGE,UNKNOWN_COVERAGE,0.0,0.0,0.0,0.0,0.0,PLAYER_IMPACT_NEUTRAL_NO_RELIABLE_COVERAGE,NOT_APPLIED,Player-impact coverage missing or neutral; no market movement.,OVER_2_5,OVER_2_5,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2026-05-07,2026-05-07,2,PREMIUM_CORE,APPROVED_PREMIUM,BET,138.4444827586207,1535288,CONMEBOL Libertadores,Independ. Rivadavia,Fluminense,OVER_1_5,101.65,0.8676,1.45,0.1779448275862069,1,157.416,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_CORE,1,0.8676,0.7876,MARKET_BUCKET:OVER_1_5|ACCURACY_CORE,CALIBRATED_MARKET_BUCKET_OVERCONFIDENCE,1,RESULT_AVAILABLE,WIN,WIN,0.45,1.0,SHADOW_CANDIDATE_V6_API_PREDICTIONS_BENCHMARK,1.0,1.0,1.0,1.0,FT,2026-05-07,Independ. Rivadavia,Fluminense,CONMEBOL Libertadores,SHADOW_CANDIDATE_V6_API_PREDICTIONS_BENCHMARK,1,1.0,1.0,RESULT_AVAILABLE,0.45,0.45,OVER_2_5,0.6848,2.4,0.4166666666666667,0.2681333333333333,2.6,0.94,3.54,2-1 / 3-1 / 2-2,,,,,,,,,,,,,,,,,,,,,,,,,1.0,FULL,HOME,Winner : Independ. Rivadavia,0.5,0.5,0.0,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,0.0,0.0,API benchmark compared mild goals support against vSIGMA OVER_1_5.,1.0,157.416,OVER_1_5,NOT_APPLIED,0.0,KEEP
2026-05-08,2026-05-08,2,PREMIUM_CORE,APPROVED_PREMIUM,BET,137.09203007518798,1419970,Serie B,Catanzaro,Bari,OVER_1_5,102.64,0.9064,1.33,0.1545203007518797,1,152.465,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_CORE,1,0.9064,0.83876,MARKET_BUCKET:OVER_1_5|ACCURACY_CORE,CALIBRATED_MARKET_BUCKET_OVERCONFIDENCE,1,RESULT_AVAILABLE,WIN,WIN,0.33,1.0,COMPETITION_ACCURACY_MODE,2.0,3.0,2.0,3.0,FT,2026-05-08,Catanzaro,Bari,Serie B,BASELINE_OFFICIAL,1,2.0,3.0,RESULT_AVAILABLE,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,2026-05-08,5,PREMIUM_EXTENDED,APPROVED_PREMIUM,BET,119.64333333333332,1535284,CONMEBOL Libertadores,Coquimbo Unido,Universitario,OVER_1_5,89.45,0.9186,1.5,0.2519333333333333,1,124.874,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_EXTENDED_STRONG,2,0.9186,0.8386,MARKET:OVER_1_5,CALIBRATED_MARKET_OVERCONFIDENCE,1,RESULT_AVAILABLE,WIN,WIN,0.5,1.0,COMPETITION_ACCURACY_MODE,2.0,1.0,2.0,1.0,FT,2026-05-08,Coquimbo Unido,Universitario,CONMEBOL Libertadores,BASELINE_OFFICIAL,2,2.0,1.0,RESULT_AVAILABLE,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,2026-05-08,1,PREMIUM_CORE,APPROVED_PREMIUM,BET,159.5,1392192,Segunda División,Cadiz,Deportivo La Coruna,AWAY_WIN,101.4,0.891,2.0,0.391,1,118.28,ACCURACY_CORE_PRIORITY;ACCURACY_MODEL_PROB_HIGH,FAILURE_MODE_DRAW_LIVE,ACCURACY_CORE,3,0.891,0.908125,BUCKET:ACCURACY_CORE,CALIBRATED_BUCKET_RELIABILITY_UPLIFT,1,RESULT_AVAILABLE,WIN,WIN,1.0,1.0,COMPETITION_ACCURACY_MODE,0.0,1.0,0.0,1.0,FT,2026-05-08,Cadiz,Deportivo La Coruna,Segunda División,BASELINE_OFFICIAL,3,0.0,1.0,RESULT_AVAILABLE,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,2026-05-08,3,PREMIUM_EXTENDED,APPROVED_PREMIUM,BET,118.98333333333332,1535284,CONMEBOL Libertadores,Coquimbo Unido,Universitario,OVER_1_5,88.92,0.9173,1.5,0.2506333333333334,1,128.34,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_EXTENDED_STRONG,1,0.9173,0.8373,MARKET_BUCKET:OVER_1_5|ACCURACY_EXTENDED_STRONG,CALIBRATED_MARKET_BUCKET_OVERCONFIDENCE,1,RESULT_AVAILABLE,WIN,WIN,0.5,1.0,COMPETITION_ACCURACY_MODE,2.0,1.0,2.0,1.0,FT,2026-05-08,Coquimbo Unido,Universitario,CONMEBOL Libertadores,SHADOW_CANDIDATE_V2,1,2.0,1.0,RESULT_AVAILABLE,0.5,0.5,OVER_2_5,0.7797,2.53,0.3952569169960475,0.3844430830039524,2.0,2.13,4.13,2-2 / 2-1 / 1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,2026-05-08,4,PREMIUM_EXTENDED,APPROVED_PREMIUM,BET,112.51692307692308,1494163,Allsvenskan,IF Elfsborg,IF Brommapojkarna,OVER_1_5,92.87,0.9157,1.3,0.1464692307692308,1,124.226,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_EXTENDED_STRONG,2,0.9157,0.8357,MARKET_BUCKET:OVER_1_5|ACCURACY_EXTENDED_STRONG,CALIBRATED_MARKET_BUCKET_OVERCONFIDENCE,1,RESULT_AVAILABLE,WIN,WIN,0.3,1.0,COMPETITION_ACCURACY_MODE,2.0,0.0,2.0,0.0,FT,2026-05-08,IF Elfsborg,IF Brommapojkarna,Allsvenskan,SHADOW_CANDIDATE_V2,2,2.0,0.0,RESULT_AVAILABLE,0.3,0.3,OVER_2_5,0.7763,1.9,0.5263157894736842,0.2499842105263158,2.6,1.51,4.11,2-1 / 3-1 / 2-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,2026-05-08,1,PREMIUM_CORE,APPROVED_PREMIUM,BET,157.98000000000002,1392192,Segunda División,Cadiz,Deportivo La Coruna,AWAY_WIN,100.39,0.8859,2.0,0.3859,1,121.872,ACCURACY_CORE_PRIORITY;ACCURACY_MODEL_PROB_HIGH,FAILURE_MODE_DRAW_LIVE,ACCURACY_CORE,3,0.8859,0.875017,BUCKET:ACCURACY_CORE,CALIBRATED_BUCKET_SHRINKAGE,1,RESULT_AVAILABLE,WIN,WIN,1.0,1.0,COMPETITION_ACCURACY_MODE,0.0,1.0,0.0,1.0,FT,2026-05-08,Cadiz,Deportivo La Coruna,Segunda División,SHADOW_CANDIDATE_V2,3,0.0,1.0,RESULT_AVAILABLE,1.0,1.0,OVER_1_5,0.836,1.31,0.7633587786259541,0.0726412213740458,0.35,2.92,3.27,1-2 / 1-3 / 2-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,2026-05-08,3,PREMIUM_EXTENDED,APPROVED_PREMIUM,BET,118.98333333333332,1535284,CONMEBOL Libertadores,Coquimbo Unido,Universitario,OVER_1_5,88.92,0.9173,1.5,0.2506333333333334,1,128.34,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_EXTENDED_STRONG,1,0.9173,0.8373,MARKET_BUCKET:OVER_1_5|ACCURACY_EXTENDED_STRONG,CALIBRATED_MARKET_BUCKET_OVERCONFIDENCE,1,RESULT_AVAILABLE,WIN,WIN,0.5,1.0,SHADOW_CANDIDATE_V4_O25_LOW_CONVERSION_FIREWALL,2.0,1.0,2.0,1.0,FT,2026-05-08,Coquimbo Unido,Universitario,CONMEBOL Libertadores,SHADOW_CANDIDATE_V4_O25_LOW_CONVERSION_FIREWALL,1,2.0,1.0,RESULT_AVAILABLE,0.5,0.5,OVER_2_5,0.7797,2.53,0.3952569169960475,0.3844430830039524,2.0,2.13,4.13,2-2 / 2-1 / 1-2,0.0,NOT_APPLIED,Firewall applies only to OVER_2_5 with LOW_CONVERSION primary risk.,0.0,OVER_1_5,OVER_1_5,NO_ACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,2026-05-08,4,PREMIUM_EXTENDED,APPROVED_PREMIUM,BET,112.51692307692308,1494163,Allsvenskan,IF Elfsborg,IF Brommapojkarna,OVER_1_5,92.87,0.9157,1.3,0.1464692307692308,1,124.226,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,ACCURACY_EXTENDED_STRONG,2,0.9157,0.8357,MARKET_BUCKET:OVER_1_5|ACCURACY_EXTENDED_STRONG,CALIBRATED_MARKET_BUCKET_OVERCONFIDENCE,1,RESULT_AVAILABLE,WIN,WIN,0.3,1.0,SHADOW_CANDIDATE_V4_O25_LOW_CONVERSION_FIREWALL,2.0,0.0,2.0,0.0,FT,2026-05-08,IF Elfsborg,IF Brommapojkarna,Allsvenskan,SHADOW_CANDIDATE_V4_O25_LOW_CONVERSION_FIREWALL,2,2.0,0.0,RESULT_AVAILABLE,0.3,0.3,OVER_2_5,0.7763,1.9,0.5263157894736842,0.2499842105263158,2.6,1.51,4.11,2-1 / 3-1 / 2-2,0.0,NOT_APPLIED,Firewall applies only to OVER_2_5 with LOW_CONVERSION primary risk.,0.0,OVER_1_5,OVER_1_5,NO_ACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,2026-05-08,1,PREMIUM_CORE,APPROVED_PREMIUM,BET,157.98000000000002,1392192,Segunda División,Cadiz,Deportivo La Coruna,AWAY_WIN,100.39,0.8859,2.0,0.3859,1,121.872,ACCURACY_CORE_PRIORITY;ACCURACY_MODEL_PROB_HIGH,FAILURE_MODE_DRAW_LIVE,ACCURACY_CORE,3,0.8859,0.875017,BUCKET:ACCURACY_CORE,CALIBRATED_BUCKET_SHRINKAGE,1,RESULT_AVAILABLE,WIN,WIN,1.0,1.0,SHADOW_CANDIDATE_V4_O25_LOW_CONVERSION_FIREWALL,0.0,1.0,0.0,1.0,FT,2026-05-08,Cadiz,Deportivo La Coruna,Segunda División,SHADOW_CANDIDATE_V4_O25_LOW_CONVERSION_FIREWALL,3,0.0,1.0,RESULT_AVAILABLE,1.0,1.0,OVER_1_5,0.836,1.31,0.7633587786259541,0.0726412213740458,0.35,2.92,3.27,1-2 / 1-3 / 2-2,0.0,NOT_APPLIED,Firewall applies only to OVER_2_5 with LOW_CONVERSION primary risk.,0.0,AWAY_WIN,AWAY_WIN,NO_ACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
