summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,28.0,28.0,28.0,0.551,0.568,0.0,280.0,0.0,2026-05-13T14:57:48.805107+00:00,,
home_quality_flag,,,,,,,,,,FULL,23.0
home_quality_flag,,,,,,,,,,PARTIAL,5.0
away_quality_flag,,,,,,,,,,FULL,26.0
away_quality_flag,,,,,,,,,,PARTIAL,2.0
