summary_scope,metric,rows_total
overall,target_fixtures,28
odds_structure_depth_status,NO_ODDS_FOUND,28
odds_structure_coherence_flag,NO_ODDS_UNCERTAIN,28
odds_total_ladder_shape,UNKNOWN,28
odds_market_translation_hint,ODDS_DEPTH_UNCERTAIN,28
odds_line_aggression_flag,UNKNOWN,28
