ledger_id,target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,candidate_present,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,execution_family_status,decision_source,competition_calibrated_prob,accuracy_confidence_score,accuracy_primary_risk,resolver_run_id,cloud_summary_status,is_actionable,is_non_actionable,is_expired,is_waiting,is_blocked,is_technical_review
2026-05-20::1535312::OVER_1_5::EXECUTABLE,2026-05-20,2026-05-20T00:45:40+01:00,1535312,CONMEBOL Libertadores,Santa Fe,Platense,OVER_1_5,YES,EXECUTABLE,YES,NONE,NO,,PRELOCK_CONFIRMED,vsigma_today_competition_top.csv,0.80046,156.448,FAILURE_MODE_LOW_CONVERSION,2026-05-20-20260519T234530Z,PRELOCK_CONFIRMED,YES,NO,NO,NO,NO,NO
2026-05-20::1494229::OVER_2_5::WAIT,2026-05-20,2026-05-20T00:45:40+01:00,1494229,Allsvenskan,Gais,Hammarby FF,OVER_2_5,YES,WAIT,NO,OUTSIDE_PRELOCK_WINDOW,YES,2026-05-20T17:00+01:00,WAITING_FOR_WINDOW,vsigma_today_competition_top.csv,0.800225,137.648,FAILURE_MODE_LOW_CONVERSION,2026-05-20-20260519T234530Z,WAITING_FOR_WINDOW,NO,YES,NO,YES,NO,NO
2026-05-20::1544596::OVER_1_5::WAIT,2026-05-20,2026-05-20T18:12:53+01:00,1544596,UEFA Europa League,SC Freiburg,Aston Villa,OVER_1_5,YES,WAIT,NO,OUTSIDE_PRELOCK_WINDOW,YES,2026-05-20T19:00+01:00,WAITING_FOR_WINDOW,vsigma_today_competition_top.csv,0.82976,151.941,FAILURE_MODE_LOW_CONVERSION,2026-05-20-20260520T171243Z,WAITING_FOR_WINDOW,NO,YES,NO,YES,NO,NO
2026-05-20::1544596::OVER_1_5::NO_BET,2026-05-20,2026-05-20T18:59:25+01:00,1544596,UEFA Europa League,SC Freiburg,Aston Villa,OVER_1_5,YES,NO_BET,NO,PRELOCK_GOVERNANCE_NOT_RETAINED,YES,2026-05-20T19:00+01:00,PRELOCK_NOT_RETAINED,vsigma_today_competition_top.csv,0.82976,151.941,FAILURE_MODE_LOW_CONVERSION,2026-05-20-20260520T171243Z,PRELOCK_NOT_RETAINED,NO,YES,NO,NO,YES,NO
2026-05-20::1544596::OVER_1_5::EXECUTABLE,2026-05-20,2026-05-20T19:19:48+01:00,1544596,UEFA Europa League,SC Freiburg,Aston Villa,OVER_1_5,YES,EXECUTABLE,YES,NONE,NO,,PRELOCK_CONFIRMED,vsigma_today_competition_top.csv,0.82976,154.941,FAILURE_MODE_LOW_CONVERSION,2026-05-20-20260520T180435Z,PRELOCK_CONFIRMED,YES,NO,NO,NO,NO,NO
