summary_scope,metric,rows_total,value_num,value_text,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
overall,shortlist_rows,2,2.0,,2026-05-20,2026-05-21T21:32:40+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-20-20260521T213240Z
overall,result_available_rows,2,2.0,,2026-05-20,2026-05-21T21:32:40+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-20-20260521T213240Z
overall,pending_rows,2,0.0,,2026-05-20,2026-05-21T21:32:40+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-20-20260521T213240Z
overall,unmatched_rows,2,0.0,,2026-05-20,2026-05-21T21:32:40+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-20-20260521T213240Z
overall,bet_rows,2,2.0,,2026-05-20,2026-05-21T21:32:40+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-20-20260521T213240Z
overall,lean_play_rows,2,0.0,,2026-05-20,2026-05-21T21:32:40+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-20-20260521T213240Z
overall,premium_rows,2,2.0,,2026-05-20,2026-05-21T21:32:40+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-20-20260521T213240Z
overall,standard_rows,2,0.0,,2026-05-20,2026-05-21T21:32:40+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-20-20260521T213240Z
overall,wins,2,1.0,,2026-05-20,2026-05-21T21:32:40+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-20-20260521T213240Z
overall,losses,2,1.0,,2026-05-20,2026-05-21T21:32:40+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-20-20260521T213240Z
overall,pushes,2,0.0,,2026-05-20,2026-05-21T21:32:40+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-20-20260521T213240Z
overall,voids,2,0.0,,2026-05-20,2026-05-21T21:32:40+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-20-20260521T213240Z
overall,profit_units_total,2,-0.65,,2026-05-20,2026-05-21T21:32:40+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-20-20260521T213240Z
overall,roi_percent,2,-32.5,,2026-05-20,2026-05-21T21:32:40+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-20-20260521T213240Z
