target_date,fixture_id,league,home_team,away_team,market_primary,competition_calibrated_prob,accuracy_confidence_score,accuracy_primary_risk,fixture_datetime,minutes_to_kickoff,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,data_gap_flags,execution_family_status,prelock_retained,prelock_decision,prelock_decision_reason,exclusion_reason,decision_state,decision_reason,next_action
2026-05-20,1544596,UEFA Europa League,SC Freiburg,Aston Villa,OVER_1_5,0.82976,154.941,FAILURE_MODE_LOW_CONVERSION,2026-05-20T20:00+01:00,-98.83,NO_BET,NO,KICKOFF_ALREADY_PASSED,NO,,,EXPIRED,YES,PRELOCK_NO_CHANGE,no explicit pre-lock contradiction detected,PRELOCK_NO_CHANGE,EXECUTABLE,Pick retained in PRELOCK output with no blocking prelock decision.,EXECUTE_GOVERNED_PICK
