date,timezone,shortlist_rows,shortlist_bet_rows,ledger_rows,result_available_rows,pending_rows,unmatched_rows,win_rows,loss_rows,push_rows,void_rows,profit_units_total,roi_percent,snapshot_dir,run_finished_at
2026-05-20,Atlantic/Canary,5,5,5,2,3,0,2,0,0,0,1.62,81.0,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-20,2026-05-20T10:36:01.981956+00:00
