comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,baseline_market,candidate_v2_market,baseline_raw_prob,candidate_v2_raw_prob,baseline_calibrated_prob,candidate_v2_calibrated_prob,baseline_confidence_score,candidate_v2_confidence_score,baseline_bucket,candidate_v2_bucket,baseline_main_reason,candidate_v2_main_reason,baseline_primary_risk,candidate_v2_primary_risk,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BASELINE_ONLY,1494229,Gais vs Hammarby FF,Allsvenskan,2,,OVER_2_5,,0.7831,,0.800225,,137.648,,ACCURACY_CORE,,ACCURACY_CORE_PRIORITY;ACCURACY_OVER_CONFIRMED;ACCURACY_FAILURE_MODE_ACCEPTABLE,,FAILURE_MODE_LOW_CONVERSION,,2026-05-20,2026-05-19T23:45:30+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-20-20260519T234530Z
BOTH,1535312,Santa Fe vs Platense,CONMEBOL Libertadores,1,1.0,OVER_1_5,OVER_1_5,0.8681,0.8711,0.80046,0.80346,156.448,156.688,ACCURACY_CORE,ACCURACY_CORE,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-20,2026-05-19T23:45:30+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-20-20260519T234530Z
BOTH,1544596,SC Freiburg vs Aston Villa,UEFA Europa League,3,2.0,OVER_1_5,OVER_1_5,0.8974,0.8924,0.8174,0.8124,122.53,121.308,ACCURACY_EXTENDED_STRONG,ACCURACY_EXTENDED_STRONG,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-20,2026-05-19T23:45:30+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-20-20260519T234530Z
