target_date,generated_at,rows_reviewed,api_calls_planned,api_calls_executed,finished_rows,pending_rows,refresh_status_counts,provider_counts,next_action,auto_apply,production_change
2026-07-04,2026-07-04T10:37:16+01:00,1,1,1,1,0,OK=1,API-SPORTS_DIRECT=1,Re-run the postmatch accuracy ledger after this refresh. This output does not create picks or stake.,NO,NO
