target_date,generated_at,rows_reviewed,evaluated_rows,pending_rows,learning_only_rows,promoted_rows,grade_counts,source_grade_summary,auto_apply,production_change
2026-07-04,2026-07-04T10:37:10+01:00,10,0,10,0,10,NO_OFFICIAL_LINEUP=10,none,NO,NO
