target_date,generated_at,source_rows_reviewed,bridge_rows_written,promotion_ready_review_only_rows,blocked_rows,status_counts,signal_band_counts,promotion_permission_counts,pick_permission_counts,stake_permission_counts,auto_apply,production_change
2026-07-04,2026-07-04T10:37:16+01:00,1,1,1,0,PROMOTION_INPUT_READY_REVIEW_ONLY=1,MEDIUM_SIGNAL_REVIEW=1,REVIEW_ONLY_PROMOTION_INPUT=1,NO_PICK_PERMISSION=1,NO_STAKE_PERMISSION=1,NO,NO
