target_date,generated_at,rows_reviewed,finished_rows,pending_rows,accuracy_bucket_counts,api_1x2_counts,api_double_chance_counts,api_dnb_counts,over_1_5_counts,over_2_5_counts,under_3_5_counts,btts_counts,canonical_board_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-07-04,2026-07-04T10:37:17+01:00,1,1,0,PARTIAL_SIGNAL_VALIDATED=1,MISS=1,HIT=1,VOID=1,HIT=1,HIT=1,MISS=1,HIT=1,NO_CANONICAL_BOARD_PERMISSION=1,NO_PICK_PERMISSION=1,NO_STAKE_PERMISSION=1,Use this ledger to calibrate signal buckets after results are final. Do not promote picks or stake from it.,NO,NO
