target_date,generated_at,rows_reviewed,promoted_rows,blocked_rows,quarantine_rows,promotion_status_counts,next_action,auto_apply,production_change
2026-07-04,2026-07-04T10:37:12+01:00,1,0,0,1,TRUSTED_SOURCE_BUT_NO_SCORED_ROW=1,No promotion unless TRUSTED_RAW_SOURCE has non-blocked scored data. Keep No Bet for blocked rows.,NO,NO
