target_date,fixture_id,league,country,home_team,away_team,team_side,source_name,source_url,probable_xi,notes
2026-07-04,1494198,Allsvenskan,Sweden,Halmstad,Vasteras SK FK,home,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-07-04,1494198,Allsvenskan,Sweden,Halmstad,Vasteras SK FK,home,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-07-04,1494198,Allsvenskan,Sweden,Halmstad,Vasteras SK FK,home,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-07-04,1494198,Allsvenskan,Sweden,Halmstad,Vasteras SK FK,home,guardian_predicted,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-07-04,1494198,Allsvenskan,Sweden,Halmstad,Vasteras SK FK,home,sports_gambler,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-07-04,1494198,Allsvenskan,Sweden,Halmstad,Vasteras SK FK,away,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-07-04,1494198,Allsvenskan,Sweden,Halmstad,Vasteras SK FK,away,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-07-04,1494198,Allsvenskan,Sweden,Halmstad,Vasteras SK FK,away,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-07-04,1494198,Allsvenskan,Sweden,Halmstad,Vasteras SK FK,away,guardian_predicted,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-07-04,1494198,Allsvenskan,Sweden,Halmstad,Vasteras SK FK,away,sports_gambler,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-07-04,1494194,Allsvenskan,Sweden,Degerfors IF,Malmo FF,home,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-07-04,1494194,Allsvenskan,Sweden,Degerfors IF,Malmo FF,home,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-07-04,1494194,Allsvenskan,Sweden,Degerfors IF,Malmo FF,home,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-07-04,1494194,Allsvenskan,Sweden,Degerfors IF,Malmo FF,home,guardian_predicted,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
