target_date,generated_at,execution_rank,fixture_id,country,league,home_team,away_team,market_primary,final_recommendation,execution_verdict,execution_score,primary_edge,primary_model_prob,pick_failure_mode,home_urgency_score,away_urgency_score,home_rank,away_rank,lineup_activation_state,lineup_minutes_to_kickoff,home_lineup_known_starters_count,away_lineup_known_starters_count,availability_known_risk_score,availability_attack_penalty,home_absence_risk_score,away_absence_risk_score,projected_home_goals,projected_away_goals,league_data_reliability_score,recent_stats_quality_flag,lineup_quality_flag,odds_bookmaker_support_count,odds_imp_over25,odds_imp_over15,odds_imp_under35,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_fouls_pg,away_recent_fouls_pg,bridge_source,auto_apply,production_change,guardrail_status
2026-06-08,2026-06-09T21:15:00+01:00,1,1548054,,Segunda División,Almeria,Castellón,OVER_2_5,BET,OBJECTIVE_CONTEXT_PROXY,62,0.09,,PROXY_CONTEXT_ONLY,1.0,0.0,3.0,6.0,INACTIVE,9999,0,0,0,0,0,0,1.45,1.20,0.62,PROXY,PROXY,0,0.56,0.82,0.64,11.5,10.5,11.0,11.5,3.8,3.3,3.4,3.7,4.8,4.2,4.4,4.6,2.1,2.2,12.0,12.0,vsigma_real_objective_context_gate.csv,NO,NO,BASE_PROXY_FROM_OBJECTIVE_GATE_TEMPO
