target_date,generated_at,fixture_id,home_team,away_team,league,country,fixture_date_utc,provider,refresh_status,refresh_note,fixture_status_short,fixture_status_long,fixture_status_elapsed,goals_home,goals_away,score_fulltime_home,score_fulltime_away,score_halftime_home,score_halftime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,result_ready_for_ledger,api_calls_planned,api_calls_executed,auto_apply,production_change
2026-06-08,2026-06-09T21:52:23+01:00,1548054,Almeria,Castellón,Segunda División,Spain,2026-06-09T19:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,2H,Second Half,90,2,2,,,1,0,,,,,NO,29,1,NO,NO
2026-06-08,2026-06-09T21:52:23+01:00,1530592,Dainava,Garliava,1 Lyga,Lithuania,2026-06-08T16:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,0,1,0,0,0,,,,,YES,29,2,NO,NO
2026-06-08,2026-06-09T21:52:23+01:00,1548327,FUS Rabat,Difaa EL Jadida,Botola Pro,Morocco,2026-06-08T16:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,0,0,0,0,0,,,,,YES,29,3,NO,NO
2026-06-08,2026-06-09T21:52:23+01:00,1548330,Olympique Dcheïra,Hassania Agadir,Botola Pro,Morocco,2026-06-08T20:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,1,0,1,0,1,,,,,YES,29,4,NO,NO
2026-06-08,2026-06-09T21:52:23+01:00,1548328,Renaissance Berkane,Ittihad Tanger,Botola Pro,Morocco,2026-06-08T18:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,0,1,0,1,0,,,,,YES,29,5,NO,NO
2026-06-08,2026-06-09T21:52:23+01:00,1548329,Wydad AC,Olympique Safi,Botola Pro,Morocco,2026-06-08T18:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,0,1,0,0,0,,,,,YES,29,6,NO,NO
2026-06-08,2026-06-09T21:52:23+01:00,1550760,Uni Souza,Barcelona RJ,Carioca C,Brazil,2026-06-08T18:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,2,0,2,0,1,0,,,,,YES,29,7,NO,NO
2026-06-08,2026-06-09T21:52:23+01:00,1544582,Monsoon,Santa Cruz RS,Copa Gaúcha,Brazil,2026-06-08T18:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,1,1,1,1,0,,,,,YES,29,8,NO,NO
2026-06-08,2026-06-09T21:52:23+01:00,1546546,3 de Noviembre,General Caballero,Division Intermedia,Paraguay,2026-06-08T22:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,2,3,2,3,1,1,,,,,YES,29,9,NO,NO
2026-06-08,2026-06-09T21:52:23+01:00,1546545,Encarnación,SOL DE America,Division Intermedia,Paraguay,2026-06-08T20:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,2,3,2,3,0,1,,,,,YES,29,10,NO,NO
2026-06-08,2026-06-09T21:52:23+01:00,1512933,Jeunes Fauves,Aigle Royal de Moungo,Elite One,Cameroon,2026-06-08T14:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,2,3,2,3,1,1,,,,,YES,29,11,NO,NO
2026-06-08,2026-06-09T21:52:23+01:00,1512935,Panthère,Victoria United,Elite One,Cameroon,2026-06-07T14:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,2,1,2,0,1,,,,,YES,29,12,NO,NO
2026-06-08,2026-06-09T21:52:23+01:00,1547532,Foncha ST,Tonnerre,Elite Two,Cameroon,2026-06-08T14:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,3,0,3,0,1,,,,,YES,29,13,NO,NO
2026-06-08,2026-06-09T21:52:23+01:00,1547533,Sable,Bafmeng United,Elite Two,Cameroon,2026-06-08T14:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,1,1,1,1,1,,,,,YES,29,14,NO,NO
2026-06-08,2026-06-09T21:52:23+01:00,1505175,Järfälla,Stocksund,Ettan - Norra,Sweden,2026-06-08T17:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,6,1,6,1,3,,,,,YES,29,15,NO,NO
2026-06-08,2026-06-09T21:52:23+01:00,1505178,Stockholm Internazionale,Vasalund,Ettan - Norra,Sweden,2026-06-08T17:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,4,1,4,1,1,1,,,,,YES,29,16,NO,NO
