summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,83.0,81.0,83.0,0.598,0.577,0.0,830.0,0.0,2026-05-17T11:50:04.847002+00:00,,
home_quality_flag,,,,,,,,,,FULL,66.0
home_quality_flag,,,,,,,,,,PARTIAL,15.0
home_quality_flag,,,,,,,,,,SPARSE,2.0
away_quality_flag,,,,,,,,,,FULL,73.0
away_quality_flag,,,,,,,,,,PARTIAL,10.0
