fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1388002,Paris FC,Paris Saint Germain,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,97.73,A_ANALIZAR_PRIMERO,
1388913,SV Elversberg,Preußen Münster,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,97.57,A_ANALIZAR_PRIMERO,
1391181,Barcelona,Real Betis,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,97.12,A_ANALIZAR_PRIMERO,
1378228,Inter,Hellas Verona,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,95.66,A_ANALIZAR_PRIMERO,
1391188,Sevilla,Real Madrid,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,95.4,A_ANALIZAR_PRIMERO,
1381172,PEC Zwolle,Feyenoord,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,95.27,A_ANALIZAR_PRIMERO,
1388918,FC Schalke 04,Eintracht Braunschweig,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,94.98,A_ANALIZAR_PRIMERO,
1387996,Lille,Auxerre,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,94.63,A_ANALIZAR_PRIMERO,
1381171,Utrecht,Fortuna Sittard,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,94.14,A_ANALIZAR_PRIMERO,
1391185,Rayo Vallecano,Villarreal,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,93.74,A_ANALIZAR_PRIMERO,
1381164,AZ Alkmaar,NAC Breda,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,92.66,A_ANALIZAR_PRIMERO,
1530556,FC Copenhagen,Randers FC,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,92.28,A_ANALIZAR_PRIMERO,
1381167,Heracles,Groningen,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,92.27,A_ANALIZAR_PRIMERO,
1378233,Udinese,Cremonese,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,91.52,A_ANALIZAR_PRIMERO,
1544950,Catanzaro,Palermo,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,91.31,A_ANALIZAR_PRIMERO,
1490308,Inter Miami,Portland Timbers,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,90.98,A_ANALIZAR_PRIMERO,
1391180,Atletico Madrid,Girona,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,90.93,A_ANALIZAR_PRIMERO,
1388915,Hannover 96,1. FC Nürnberg,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,90.18,A_ANALIZAR_PRIMERO,
1381169,PSV Eindhoven,Twente,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,90.08,A_ANALIZAR_PRIMERO,
1387999,Marseille,Rennes,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,89.84,A_ANALIZAR_PRIMERO,
1492260,Atletico Paranaense,Flamengo,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,89.79,A_ANALIZAR_PRIMERO,
1531257,Austria Vienna,Lask Linz,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,89.18,A_ANALIZAR_PRIMERO,
1530558,Odense,Vejle,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,88.9,A_ANALIZAR_PRIMERO,
1394734,Kasımpaşa,Galatasaray,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,88.82,A_ANALIZAR_PRIMERO,
1388001,Nice,Metz,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,88.53,A_ANALIZAR_PRIMERO,
1388911,Arminia Bielefeld,Hertha BSC,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,88.47,A_ANALIZAR_PRIMERO,
1388912,SV Darmstadt 98,SC Paderborn 07,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,88.43,A_ANALIZAR_PRIMERO,
1381168,NEC Nijmegen,GO Ahead Eagles,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,88.29,A_ANALIZAR_PRIMERO,
1538497,BSC Young Boys,FC Sion,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,88.28,A_ANALIZAR_PRIMERO,
1387998,Lyon,Lens,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,88.13,A_ANALIZAR_PRIMERO,
1388003,Strasbourg,Monaco,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,87.99,A_ANALIZAR_PRIMERO,
1540019,ST Mirren,Dundee Utd,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,87.91,A_ANALIZAR_PRIMERO,
1536999,Club Brugge KV,Union St. Gilloise,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,87.55,A_ANALIZAR_PRIMERO,
1388000,Nantes,Toulouse,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,87.42,A_ANALIZAR_PRIMERO,
1530557,FC Fredericia,Silkeborg,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,86.91,A_ANALIZAR_PRIMERO,
1394731,Fenerbahçe,Eyüpspor,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,86.57,A_ANALIZAR_PRIMERO,
1378232,Sassuolo,Lecce,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,85.67,A_ANALIZAR_PRIMERO,
1396988,Deportivo La Coruna,FC Andorra,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,85.63,A_ANALIZAR_PRIMERO,
1394735,Kayserispor,Konyaspor,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,85.62,A_ANALIZAR_PRIMERO,
1381165,FC Volendam,Telstar,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,85.58,A_ANALIZAR_PRIMERO,
1378225,Cagliari,Torino,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,85.32,A_ANALIZAR_PRIMERO,
1379335,Leeds,Brighton,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,85.29,A_ANALIZAR_PRIMERO,
1544682,Lommel United,Dender,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,84.91,A_ANALIZAR_PRIMERO,
1391187,Oviedo,Alaves,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,84.76,A_ANALIZAR_PRIMERO,
1392202,Zaragoza,Sporting Gijon,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,84.55,A_ANALIZAR_PRIMERO,
1394738,Trabzonspor,Gençlerbirliği S.K.,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,84.3,A_ANALIZAR_PRIMERO,
1494173,Hammarby FF,Malmo FF,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,84.26,A_ANALIZAR_PRIMERO,
1387997,Lorient,Le Havre,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,84.1,A_ANALIZAR_PRIMERO,
1379334,Everton,Sunderland,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,84.07,A_ANALIZAR_PRIMERO,
1530587,FC Midtjylland,Brondby,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,83.41,A_ANALIZAR_PRIMERO,
1379338,Wolves,Fulham,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,83.14,A_ANALIZAR_PRIMERO,
1391183,Levante,Mallorca,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,82.82,A_ANALIZAR_PRIMERO,
1378224,Atalanta,Bologna,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,82.73,A_ANALIZAR_PRIMERO,
1531258,Red Bull Salzburg,TSV Hartberg,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,82.66,A_ANALIZAR_PRIMERO,
1531259,Sturm Graz,Rapid Vienna,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,82.26,A_ANALIZAR_PRIMERO,
1530586,Aarhus,Viborg,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,81.91,A_ANALIZAR_PRIMERO,
1388914,SpVgg Greuther Fürth,Fortuna Düsseldorf,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,81.61,A_ANALIZAR_PRIMERO,
1388916,Karlsruher SC,VfL Bochum,,OVER_OR_BTTS_CHECK,81.39,A_ANALIZAR_PRIMERO,
1391184,Osasuna,Espanyol,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,81.2,A_ANALIZAR_PRIMERO,
1381166,Heerenveen,Ajax,,OVER_OR_BTTS_CHECK,81.15,A_ANALIZAR_PRIMERO,
1391186,Real Sociedad,Valencia,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,80.85,A_ANALIZAR_PRIMERO,
1391182,Elche,Getafe,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,80.36,A_ANALIZAR_PRIMERO,
1381170,Sparta Rotterdam,Excelsior,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,80.11,A_ANALIZAR_PRIMERO,
1379332,Brentford,Crystal Palace,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,79.87,A_ANALIZAR_PRIMERO,
1538495,FC Lugano,FC Basel 1893,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,79.62,A_ANALIZAR_PRIMERO,
