target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,competition_calibrated_prob,accuracy_confidence_score,accuracy_primary_risk,fixture_datetime,minutes_to_kickoff,prelock_window_minutes,prelock_window_start,useful_prelock_slots,next_useful_prelock_slot,in_window_now,prelock_retained,prelock_decision,prelock_decision_reason,prelock_lineup_state,prelock_odds_state,prelock_availability_state,exclusion_reason,next_action
2026-05-17,2026-05-17T17:18:14+01:00,1544950,Serie B,Catanzaro,Palermo,OVER_1_5,0.8274,127.553,FAILURE_MODE_LOW_CONVERSION,2026-05-17T19:00+01:00,101.76,90,2026-05-17T17:30+01:00,2026-05-17T18:00+01:00,2026-05-17T18:00+01:00,NO,NO,,,,,,OUTSIDE_90_MIN_PRELOCK_WINDOW,WAIT_UNTIL_2026-05-17T18:00+01:00
2026-05-17,2026-05-17T17:18:14+01:00,1492260,Serie A,Atletico Paranaense,Flamengo,OVER_1_5,0.8015,123.472,FAILURE_MODE_LOW_CONVERSION,2026-05-17T23:30+01:00,371.76,90,2026-05-17T22:00+01:00,2026-05-17T22:00+01:00;2026-05-17T23:00+01:00,2026-05-17T22:00+01:00,NO,NO,,,,,,OUTSIDE_90_MIN_PRELOCK_WINDOW,WAIT_UNTIL_2026-05-17T22:00+01:00
