shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,execution_fragility_reason,execution_market_fit_status,execution_market_fit_note,execution_preferred_safer_market,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,projected_home_goals,projected_away_goals,projected_total_goals,league_coverage_class,league_data_reliability_score,league_coverage_rich_flag,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_stats_reliability_multiplier,league_coverage_uncertainty_penalty,league_coverage_source_status,league_coverage_note,recent_stats_quality_flag,recent_stats_process_score,recent_lab_context_score,home_recent_lab_trust_multiplier,away_recent_lab_trust_multiplier,home_recent_opponent_strength_avg,away_recent_opponent_strength_avg,home_recent_schedule_difficulty_score,away_recent_schedule_difficulty_score,home_recent_schedule_quality_flag,away_recent_schedule_quality_flag,recent_schedule_balance_delta,home_recent_anomaly_count_last5,away_recent_anomaly_count_last5,home_recent_clean_sample_size,away_recent_clean_sample_size,home_recent_anomaly_penalty,away_recent_anomaly_penalty,home_recent_event_coverage_flag,away_recent_event_coverage_flag,recent_sample_cleanliness_flag,odds_imp_over15,odds_imp_over25,odds_imp_under35,odds_imp_btts_yes,odds_imp_home_win,odds_imp_draw,odds_imp_away_win,odds_imp_home_dnb,odds_imp_away_dnb,odds_market_support_count,odds_bookmaker_support_count,odds_dispersion_score,odds_structure_coherence_flag,odds_total_ladder_shape,odds_goal_expectation_band,odds_side_fragility_flag,odds_btts_support_flag,odds_over25_support_flag,odds_over15_support_flag,odds_under35_support_flag,odds_market_translation_hint,odds_line_aggression_flag,odds_confidence_adjustment_score,odds_structure_depth_status,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_injuries_count,away_injuries_count,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg,final_execution_bucket,final_execution_reason,final_execution_bucket_order
2,TOP_CORE,TOP_CORE,2026-05-17,Germany,2. Bundesliga,1388913,SV Elversberg,Preußen Münster,103.47,97.57,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,THIN,WATCH,WATCH,WATCH,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9069,1.12,0.8928571428571428,0.0140428571428572,0.8323,,,,3.2,0.8,4.0,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,101.28,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 3.20 | visitante 0.80,Market edge primario: prob 0.907 | impl 0.893 | edge +0.014,Bias lado: +4.44 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=5.60 aSOT=3.80 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,2.0,18.0,1.0,1.0,1.75,0.375,2.125,1.0,1.25,2.625,0.875,0.625,0.25,0.25,0.625,0.625,0.875,0.75,0.625,0.75,12.6,11.0,10.8,14.6,5.6,3.8,4.2,5.0,45.4,40.0,4.6,4.8,4.8,6.6,12.4,13.2,1.8,3.5,2.0,1.6,2.4,1.8,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
27,WATCHLIST,WATCH,2026-05-17,Denmark,Superliga,1530558,Odense,Vejle,94.1,88.9,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,OVER_2_5,THIN,WATCH,WATCH,WATCH,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8719,1.15,0.8695652173913044,0.0023347826086955,0.6927,1.47,0.6802721088435374,0.0124278911564625,2.38,1.2,3.58,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,1.0,4.0,18.0,FULL,FULL,4.0,15.2,HIGH,HIGH,FULL,19.2,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ACTIVE,90.0,10.82,1.0,1.0,11.0,11.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,1.0,1.0,0.45,0.22,0.45,0.45,0.393,0.0,0.22,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.38 | visitante 1.20,Market edge primario: prob 0.872 | impl 0.870 | edge +0.002,Bias lado: +2.47 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.80 aSOT=3.40 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=4.00 aRisk=15.20 | lineup=LINEUP_CONFIRMS_THESIS_ACTIVE state=ACTIVE q=FULL hXI=11 aXI=11 conf=0.39,2.0,6.0,1.0,0.0,1.625,0.5,1.625,0.875,1.375,1.875,1.0,0.75,0.25,0.0,0.75,0.75,0.875,0.875,0.625,0.5,13.6,11.4,17.4,16.4,4.8,3.4,6.4,5.4,56.2,52.0,6.2,4.2,5.0,6.4,10.8,10.6,1.5,2.2,1.4,0.8,3.0,3.6,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
60,WATCHLIST,WATCH,2026-05-17,Netherlands,Eredivisie,1381166,Heerenveen,Ajax,86.85,81.15,HIGH,2-2 / 2-1 / 1-2,OVER_1_5,OVER_2_5,THIN,WATCH,WATCH,WATCH,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9132,1.11,0.9009009009009008,0.0122990990990992,0.7714,1.34,0.7462686567164178,0.0251313432835821,2.07,2.0,4.07,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,1.0,12.0,16.0,FULL,FULL,8.4,12.0,HIGH,HIGH,FULL,20.4,0.0,0.1,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,41.25,1.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 2.07 | visitante 2.00,Market edge primario: prob 0.913 | impl 0.901 | edge +0.012,Bias lado: +0.19 | tie=nan | hint=OVER_OR_BTTS_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=5.80 aSOT=4.00 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=8.40 aRisk=12.00 | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,8.0,5.0,0.0,0.5,2.375,1.5,2.125,1.75,1.125,1.0,0.875,0.875,0.25,0.5,0.625,0.5,1.0,0.875,0.875,0.625,13.6,10.8,16.6,14.6,5.8,4.0,7.2,4.0,52.8,49.8,5.6,3.2,4.0,5.8,11.4,10.4,1.5,2.2,1.2,1.0,4.2,3.0,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
64,WATCHLIST,WATCH,2026-05-17,England,Premier League,1379332,Brentford,Crystal Palace,85.77,79.87,HIGH,2-2 / 2-1 / 1-2,OVER_1_5,OVER_2_5,THIN,WATCH,WATCH,WATCH,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8326,1.23,0.8130081300813008,0.0195918699186992,0.6261,1.74,0.5747126436781609,0.0513873563218391,1.8,1.43,3.23,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.61,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,1.0,6.0,8.0,FULL,FULL,6.0,6.4,HIGH,HIGH,FULL,12.4,0.0,0.1,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,131.07,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 1.80 | visitante 1.43,Market edge primario: prob 0.833 | impl 0.813 | edge +0.020,Bias lado: +0.50 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.00 aSOT=3.80 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=6.00 aRisk=6.40 | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,8.0,15.0,0.0,0.5,1.125,1.625,1.25,1.5,1.0,1.375,0.625,0.75,0.5,0.25,0.5,0.625,0.625,0.875,0.625,0.875,12.4,9.8,12.6,13.0,4.0,3.8,4.2,3.8,49.8,42.6,4.6,3.0,5.0,7.4,8.0,12.2,1.0,2.4,1.2,1.2,3.4,1.0,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
82,WATCHLIST,WATCH,2026-05-17,Brazil,Serie A,1492262,Bahia,Gremio,74.35,69.35,MEDIUM_HIGH,1-1 / 2-1 / 1-2,OVER_1_5,OVER_2_5,THIN,WATCH,WATCH,WATCH,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7869,1.3,0.7692307692307692,0.0176692307692308,0.5562,1.92,0.5208333333333334,0.0353666666666666,1.53,1.38,2.91,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,1.0,10.0,16.0,FULL,FULL,8.4,13.2,HIGH,HIGH,FULL,21.6,0.0,0.1,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,430.9,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 1.53 | visitante 1.38,Market edge primario: prob 0.787 | impl 0.769 | edge +0.018,Bias lado: +0.17 | tie=nan | hint=OVER_OR_BTTS_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=6.20 aSOT=4.00 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=8.40 aRisk=13.20 | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,6.0,17.0,0.0,1.0,1.0,1.875,1.5,0.875,2.0,0.25,0.875,0.5,0.125,0.875,0.75,0.0,1.0,0.375,0.875,0.125,15.4,14.6,14.8,10.6,6.2,4.0,6.4,2.6,60.0,59.6,6.0,4.6,6.4,3.4,12.2,12.8,1.8,2.0,1.6,2.2,3.8,4.2,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
