date,timezone,mode,baseline_competition_rows,candidate_v2_competition_rows,candidate_v5_competition_rows,player_impact_adjusted_rows,player_impact_strengthened_rows,player_impact_downgraded_rows,player_impact_blocked_rows,official_baseline_preserved,candidate_v2_preserved,run_finished_at
2026-05-17,Atlantic/Canary,SHADOW_CANDIDATE_V5_PLAYER_IMPACT,2,2,2,0,0,0,0,1,1,2026-05-17T11:53:25.282372+00:00
