check_name,expected,observed,status
combined_deep_rows,83,83,PASS
final_export_total_rows,83,83,PASS
approved_premium_export_rows,31,31,PASS
approved_standard_export_rows,0,0,PASS
downgraded_export_rows,44,44,PASS
blocked_export_rows,3,3,PASS
watch_export_rows,5,5,PASS
summary_overall_rows,83,83,PASS
summary_approved_premium_rows,31,31,PASS
summary_approved_standard_rows,0,0,PASS
summary_downgraded_rows,44,44,PASS
summary_blocked_rows,3,3,PASS
summary_watch_rows,5,5,PASS
