target_date,generated_at,overall_status,files_scanned,accepted_rows,rejected_rows,next_action,auto_apply,production_change
2026-08-02,2026-08-02T23:27:16+01:00,LOCAL_RAW_CANDIDATES_FOUND,3546,1,176,"Review accepted rows, then feed normal scoring gates.",NO,NO
