target_date,generated_at,rank,fixture_id,league,home_team,away_team,market_primary,base_recommendation,objective_override_status,home_objective_status,away_objective_status,objective_edge,context_gate_decision,context_gate_reason,recommended_action,home_urgency_score,away_urgency_score,home_rank,away_rank,auto_apply,production_change,guardrail_status
2026-08-02,2026-08-02T10:33:17+01:00,1,1556628,Premiership,Dundee Utd,Rangers,HOME_WIN,BET,PROXY_ONLY,PROXY,PROXY,NEUTRAL,OBJECTIVE_NEUTRAL_OR_UNKNOWN,no strong objective proxy,No real objective override available,1.0,1.0,1.0,11.0,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
