rows_processed,full_rows,partial_rows,sparse_rows,none_rows,api_calls_made,cache_hits,api_errors,plan_limit_errors,avg_injuries_count_known,unknown_coverage_rows,generated_at_utc
28,23,0,0,5,28,0,0,0,5.087,5,2026-05-11T06:28:04.073761+00:00
