execution_rank,execution_shortlist_source,fixture_id,date,league,home_team,away_team,market_primary,final_execution_bucket,final_recommendation,execution_score,selection_score,primary_model_prob,primary_odds_used,primary_edge,actionable_result,actionable_profit_units,primary_result,primary_profit_units,ledger_result_status,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
1,PREMIUM_CORE,1392205,2026-05-24,Segunda División,Huesca,Castellón,OVER_2_5,APPROVED_PREMIUM,BET,142.7304678362573,102.95,0.7926,1.71,0.2078046783625731,LOSS,-1.0,LOSS,-1.0,RESULT_AVAILABLE,2026-05-24,2026-05-25T16:12:33+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-24-20260525T161233Z
2,PREMIUM_CORE,1392207,2026-05-24,Segunda División,Sporting Gijon,Almeria,OVER_2_5,APPROVED_PREMIUM,BET,141.85886075949367,103.71,0.8244,1.58,0.1914886075949368,WIN,0.58,WIN,0.58,RESULT_AVAILABLE,2026-05-24,2026-05-25T16:12:33+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-24-20260525T161233Z
3,PREMIUM_CORE,1537007,2026-05-24,Jupiler Pro League,Club Brugge KV,Gent,HOME_WIN,APPROVED_PREMIUM,BET,134.3797604790419,103.74,0.7152,1.67,0.116397604790419,WIN,0.67,WIN,0.67,RESULT_AVAILABLE,2026-05-24,2026-05-25T16:12:33+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-24-20260525T161233Z
4,PREMIUM_CORE,1379344,2026-05-24,Premier League,Manchester City,Aston Villa,BTTS_YES,APPROVED_PREMIUM,BET,133.14573248407643,102.45,0.7539,1.57,0.1169573248407643,WIN,0.57,WIN,0.57,RESULT_AVAILABLE,2026-05-24,2026-05-25T16:12:33+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-24-20260525T161233Z
5,PREMIUM_EXTENDED,1545796,2026-05-24,Serie B,Catanzaro,Monza,OVER_1_5,APPROVED_PREMIUM,BET,121.00058823529412,99.63,0.899,1.36,0.1637058823529412,WIN,0.36,WIN,0.36,RESULT_AVAILABLE,2026-05-24,2026-05-25T16:12:33+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-24-20260525T161233Z
6,PREMIUM_EXTENDED,1492276,2026-05-24,Serie A,Remo,Atletico Paranaense,OVER_1_5,APPROVED_PREMIUM,BET,100.12623188405794,83.47,0.8412,1.38,0.1165623188405795,WIN,0.38,WIN,0.38,RESULT_AVAILABLE,2026-05-24,2026-05-25T16:12:33+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-24-20260525T161233Z
