comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,baseline_market,candidate_v2_market,baseline_result_status,candidate_v2_result_status,baseline_result,candidate_v2_result,baseline_profit_units,candidate_v2_profit_units,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BOTH,1545418,SC Paderborn 07 vs VfL Wolfsburg,Bundesliga,1,1,OVER_1_5,OVER_1_5,UNMATCHED,UNMATCHED,UNMATCHED,UNMATCHED,,,2026-05-24,2026-05-25T16:12:33+00:00,POST,RESULT_COMPARISON,NO_DATE_COLUMN,2026-05-24-20260525T161233Z
