comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,baseline_market,candidate_v2_market,baseline_raw_prob,candidate_v2_raw_prob,baseline_calibrated_prob,candidate_v2_calibrated_prob,baseline_confidence_score,candidate_v2_confidence_score,baseline_bucket,candidate_v2_bucket,baseline_main_reason,candidate_v2_main_reason,baseline_primary_risk,candidate_v2_primary_risk,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BOTH,1392205,Huesca vs Castellón,Segunda División,2,1,OVER_2_5,OVER_2_5,0.7926,0.785,0.809725,0.802125,137.759,139.809,ACCURACY_CORE,ACCURACY_CORE,ACCURACY_CORE_PRIORITY;ACCURACY_OVER_CONFIRMED;ACCURACY_FAILURE_MODE_ACCEPTABLE,ACCURACY_CORE_PRIORITY;ACCURACY_OVER_CONFIRMED;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-24,2026-05-23T23:50:21+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-24-20260523T235021Z
BOTH,1392207,Sporting Gijon vs Almeria,Segunda División,1,2,OVER_2_5,OVER_2_5,0.8244,0.7998,0.841525,0.816925,142.388,136.313,ACCURACY_CORE,ACCURACY_CORE,ACCURACY_CORE_PRIORITY;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,ACCURACY_CORE_PRIORITY;ACCURACY_OVER_CONFIRMED;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-24,2026-05-23T23:50:21+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-24-20260523T235021Z
BOTH,1492273,Flamengo vs Palmeiras,Serie A,4,4,OVER_1_5,OVER_1_5,0.8845,0.8916,0.8045,0.8116,116.588,118.08,ACCURACY_EXTENDED_STRONG,ACCURACY_EXTENDED_STRONG,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-24,2026-05-23T23:50:21+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-24-20260523T235021Z
BOTH,1545796,Catanzaro vs Monza,Serie B,3,3,OVER_1_5,OVER_1_5,0.899,0.8949,0.819,0.8149,124.626,123.878,ACCURACY_EXTENDED_STRONG,ACCURACY_EXTENDED_STRONG,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-24,2026-05-23T23:50:21+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-24-20260523T235021Z
