rows_processed,full_rows,partial_rows,sparse_rows,none_rows,api_calls_made,cache_hits,api_errors,plan_limit_errors,avg_injuries_count_known,unknown_coverage_rows,generated_at_utc
57,37,0,0,20,53,0,0,0,8.932,20,2026-05-23T23:46:45.588184+00:00
