fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1537007,Club Brugge KV,Gent,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,97.84,A_ANALIZAR_PRIMERO,
1392207,Sporting Gijon,Almeria,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,97.81,A_ANALIZAR_PRIMERO,
1392205,Huesca,Castellón,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,97.05,A_ANALIZAR_PRIMERO,
1379344,Manchester City,Aston Villa,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,96.55,A_ANALIZAR_PRIMERO,
1537006,Union St. Gilloise,Anderlecht,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,96.24,A_ANALIZAR_PRIMERO,
1379341,Crystal Palace,Arsenal,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,94.44,A_ANALIZAR_PRIMERO,
1378235,Cremonese,Como,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,94.41,A_ANALIZAR_PRIMERO,
1545796,Catanzaro,Monza,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,93.73,A_ANALIZAR_PRIMERO,
1378243,Hellas Verona,AS Roma,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,93.57,A_ANALIZAR_PRIMERO,
1392206,Las Palmas,Zaragoza,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,93.4,A_ANALIZAR_PRIMERO,
1396989,FC Andorra,AD Ceuta FC,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,92.82,A_ANALIZAR_PRIMERO,
1392212,Cultural Leonesa,Burgos,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,92.75,A_ANALIZAR_PRIMERO,
1391198,Villarreal,Atletico Madrid,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,92.01,A_ANALIZAR_PRIMERO,
1378242,Torino,Juventus,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,91.89,A_ANALIZAR_PRIMERO,
1392211,Valladolid,Deportivo La Coruna,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,91.78,A_ANALIZAR_PRIMERO,
1378240,Napoli,Udinese,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,91.32,A_ANALIZAR_PRIMERO,
1490320,Portland Timbers,San Jose Earthquakes,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,90.98,A_ANALIZAR_PRIMERO,
1494671,Kristiansund BK,Viking,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,90.63,A_ANALIZAR_PRIMERO,
1494181,Hammarby FF,AIK Stockholm,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,90.53,A_ANALIZAR_PRIMERO,
1494184,Sirius,Gais,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,90.33,A_ANALIZAR_PRIMERO,
