date,country,league,league_tier,fixture_id,home_team,away_team,status,vsigma_pre_score,vsigma_priority,market_family_hint,data_warning,league_quality_score,data_quality_score,standings_context_score,attack_environment_score,recent_stats_process_score,recent_lab_context_score,team_edge_score,team_edge_raw,league_coverage_class,league_data_reliability_score,league_coverage_rich_flag,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_stats_reliability_multiplier,league_coverage_uncertainty_penalty,league_coverage_source_status,league_coverage_note,home_goal_path_score,away_goal_path_score,home_recent_lab_trust_multiplier,away_recent_lab_trust_multiplier,home_recent_opponent_strength_avg,away_recent_opponent_strength_avg,home_recent_schedule_difficulty_score,away_recent_schedule_difficulty_score,home_recent_schedule_quality_flag,away_recent_schedule_quality_flag,recent_schedule_balance_delta,home_recent_anomaly_count_last5,away_recent_anomaly_count_last5,home_recent_clean_sample_size,away_recent_clean_sample_size,home_recent_anomaly_penalty,away_recent_anomaly_penalty,home_recent_event_coverage_flag,away_recent_event_coverage_flag,recent_sample_cleanliness_flag,odds_imp_over15,odds_imp_over25,odds_imp_under35,odds_imp_btts_yes,odds_imp_home_win,odds_imp_draw,odds_imp_away_win,odds_imp_home_dnb,odds_imp_away_dnb,odds_market_support_count,odds_bookmaker_support_count,odds_dispersion_score,odds_structure_coherence_flag,odds_total_ladder_shape,odds_goal_expectation_band,odds_side_fragility_flag,odds_btts_support_flag,odds_over25_support_flag,odds_over15_support_flag,odds_under35_support_flag,odds_market_translation_hint,odds_line_aggression_flag,odds_confidence_adjustment_score,odds_structure_depth_status,home_injuries_count,away_injuries_count,home_injuries_available_flag,away_injuries_available_flag,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_absences,away_absences,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,home_rank,away_rank,home_points,away_points,home_goals_diff,away_goals_diff,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_matches,away_recent_matches,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg,recent_stats_quality_flag,data_enrichment_level
2026-05-24,Belgium,Jupiler Pro League,TIER_1,1537007,Club Brugge KV,Gent,NS,97.84,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,5.17,18.67,3.8,0.0,16.0,20.13,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,20.0,11.08,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,272.77,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,2.0,4.0,63.0,45.0,23.0,6.0,1.0,0.5,2.625,1.125,3.0,0.875,1.125,1.0,1.0,0.5,0.125,0.375,0.875,0.375,1.0,0.625,0.875,0.25,8.0,8.0,5.0,5.0,1.0,1.0,17.6,10.8,14.8,14.0,6.4,2.6,4.0,4.8,51.6,44.0,4.8,3.8,6.2,6.8,11.4,9.6,1.8,2.0,1.0,1.4,4.8,2.8,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-24,Spain,Segunda División,TIER_1,1392207,Sporting Gijon,Almeria,NS,97.81,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,3.81,20.0,3.8,0.0,16.0,-18.55,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,17.46,20.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,272.61,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,12.0,3.0,55.0,71.0,3.0,19.0,0.0,1.0,0.875,2.25,1.125,2.75,1.375,2.0,0.75,0.875,0.25,0.0,0.5,0.875,0.625,1.0,0.5,0.875,8.0,8.0,5.0,5.0,1.0,1.0,12.8,15.0,13.0,13.8,4.6,5.8,3.8,6.2,48.8,53.2,4.6,3.4,4.2,4.8,11.8,13.8,2.2,1.8,2.0,2.0,3.2,3.2,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-24,Spain,Segunda División,TIER_1,1392205,Huesca,Castellón,NS,97.05,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,3.05,20.0,3.8,0.0,16.0,-20.69,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,16.22,20.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,272.63,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,19.0,6.0,37.0,66.0,-21.0,17.0,1.0,0.0,0.625,1.875,1.25,2.0,2.125,1.375,1.0,1.0,0.125,0.125,0.875,0.875,0.875,1.0,0.625,0.625,8.0,8.0,5.0,5.0,1.0,1.0,8.4,16.2,15.0,10.6,3.4,6.6,5.6,5.8,41.4,53.4,3.0,7.0,6.8,3.4,14.6,17.2,2.2,2.6,2.6,1.8,2.2,4.2,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-24,England,Premier League,TIER_1,1379344,Manchester City,Aston Villa,NS,96.55,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,5.26,19.44,3.8,0.0,13.95,12.68,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,20.0,14.55,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,1.0,1.0,FULL,FULL,0.0,4.4,LOW,HIGH,FULL,4.4,0.0,0.1,0.0,6.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,182.7,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,2.0,4.0,78.0,62.0,43.0,6.0,1.0,0.5,2.375,1.625,2.25,1.875,0.875,1.125,1.0,0.75,0.5,0.25,0.5,0.5,0.875,0.75,0.75,0.5,8.0,8.0,5.0,5.0,1.0,1.0,21.6,10.6,9.6,11.0,6.4,4.0,3.2,5.4,66.2,50.4,10.0,5.0,4.0,3.8,9.2,11.8,1.0,1.2,0.6,0.4,8.2,3.0,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-24,Belgium,Jupiler Pro League,TIER_1,1537006,Union St. Gilloise,Anderlecht,NS,96.24,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,4.27,17.97,3.8,0.0,16.0,22.16,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,20.0,12.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,272.75,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,1.0,6.0,66.0,44.0,33.0,4.0,1.0,0.0,2.375,0.75,1.625,1.375,0.625,2.25,0.875,0.75,0.5,0.0,0.5,0.75,0.625,0.875,0.5,0.75,8.0,8.0,5.0,5.0,1.0,1.0,13.2,15.0,9.0,16.0,4.8,4.6,2.6,6.0,43.2,56.0,5.0,5.2,3.8,3.4,12.4,12.8,2.8,2.6,1.2,2.0,3.2,5.0,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-24,England,Premier League,TIER_1,1379341,Crystal Palace,Arsenal,NS,94.44,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,4.42,16.12,3.62,0.0,16.0,-18.69,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,12.06,14.83,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,1.0,1.0,FULL,FULL,6.0,4.0,HIGH,HIGH,FULL,10.0,0.0,0.1,6.0,4.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,182.72,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,15.0,1.0,45.0,82.0,-9.0,43.0,0.5,1.0,1.625,1.75,1.5,1.125,1.375,0.625,0.75,0.875,0.25,0.625,0.625,0.375,0.875,0.5,0.875,0.375,8.0,8.0,5.0,5.0,1.0,1.0,9.8,12.4,13.0,13.0,3.8,4.0,3.8,3.0,42.6,48.2,3.0,4.2,7.4,4.4,12.2,10.6,2.4,1.0,1.2,3.0,1.0,3.8,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-24,Italy,Serie A,TIER_1,1378235,Cremonese,Como,NS,94.41,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,3.83,16.68,3.8,0.0,16.0,-24.63,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,10.96,19.1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,4.0,1.0,1.0,FULL,FULL,10.4,4.0,HIGH,HIGH,FULL,14.4,0.0,0.1,12.0,4.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,407.59,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,18.0,5.0,34.0,68.0,-22.0,33.0,1.0,0.5,0.5,1.375,0.75,1.875,1.875,1.25,0.625,0.75,0.25,0.5,0.5,0.5,0.75,0.75,0.625,0.625,8.0,8.0,5.0,5.0,1.0,1.0,9.6,15.2,13.6,11.4,3.6,5.0,5.0,3.8,50.6,54.8,4.2,4.4,4.2,3.8,14.0,11.0,1.0,2.2,0.6,1.75,2.8,4.2,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-24,Italy,Serie B,TIER_1,1545796,Catanzaro,Monza,NS,93.73,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,5.09,19.17,3.8,0.0,11.47,-10.43,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,16.83,20.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,362.55,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,5.0,3.0,59.0,76.0,11.0,29.0,0.5,1.0,0.875,1.625,1.75,1.5,2.0,0.875,1.0,0.875,0.0,0.5,1.0,0.5,1.0,0.75,0.625,0.375,8.0,8.0,5.0,5.0,1.0,1.0,11.8,17.2,9.4,13.8,6.2,6.8,3.8,5.0,61.8,53.0,5.8,6.2,2.8,3.4,11.0,9.8,1.0,1.6,1.8,1.2,2.4,3.4,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-24,Italy,Serie A,TIER_1,1378243,Hellas Verona,AS Roma,NS,93.57,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,3.83,15.84,3.8,0.0,16.0,-29.21,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,9.89,18.66,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,1.0,1.0,FULL,FULL,11.2,11.2,HIGH,HIGH,FULL,22.4,0.0,0.1,12.0,12.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,407.58,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,19.0,4.0,21.0,70.0,-34.0,26.0,1.0,0.5,0.625,1.625,0.5,2.125,1.125,1.5,0.375,1.0,0.125,0.5,0.375,0.5,0.5,0.875,0.25,0.625,8.0,8.0,5.0,5.0,1.0,1.0,13.0,11.4,12.6,9.6,4.0,4.8,3.0,3.8,44.0,51.4,4.8,4.6,4.6,5.6,15.8,10.6,3.0,1.6,1.25,1.2,4.2,3.2,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-24,Spain,Segunda División,TIER_1,1392206,Las Palmas,Zaragoza,NS,93.4,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,3.7,15.7,3.8,0.0,16.0,24.48,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,16.13,11.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,272.63,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,5.0,22.0,69.0,35.0,16.0,-22.0,0.5,1.0,2.25,0.625,1.5,0.875,1.0,1.25,0.875,0.625,0.375,0.125,0.5,0.5,0.875,0.625,0.5,0.375,8.0,8.0,5.0,5.0,1.0,1.0,12.4,15.0,10.6,11.8,4.0,3.6,3.2,3.8,54.6,52.4,4.4,6.0,4.8,4.2,11.0,16.6,1.0,4.0,1.2,2.0,4.2,6.2,FULL,TEAM_LAST_8_ALL_COMPETITIONS
