target_date,generated_at,dispatch_rank,route_rank,route_decision,gate_status,fixture_id,home_team,away_team,market_primary,dispatch_status,dispatch_allowed,dispatch_reason,manual_command,safe_execution_phase,auto_run,production_change,guardrail_status
2026-05-24,2026-05-24T10:09:38+01:00,1,1,WAIT_FOR_PRELOCK_WINDOW,TIME_GATE_CLOSED,1392205,Huesca,Castellón,OVER_2_5,WAIT_TIME_GATE,NO,PRELOCK time gate is not open yet.,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-05-24 --timezone Atlantic/Canary --mode prelock --window-minutes 90,wait_prelock_window,NO,NO,SAFE_ACTION_DISPATCHER_REPORT_ONLY_NO_AUTO_RUN
2026-05-24,2026-05-24T10:09:38+01:00,2,2,WAIT_FOR_PRELOCK_WINDOW,TIME_GATE_CLOSED,1392207,Sporting Gijon,Almeria,OVER_2_5,WAIT_TIME_GATE,NO,PRELOCK time gate is not open yet.,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-05-24 --timezone Atlantic/Canary --mode prelock --window-minutes 90,wait_prelock_window,NO,NO,SAFE_ACTION_DISPATCHER_REPORT_ONLY_NO_AUTO_RUN
2026-05-24,2026-05-24T10:09:38+01:00,3,3,WAIT_FOR_PRELOCK_WINDOW,TIME_GATE_CLOSED,1545796,Catanzaro,Monza,OVER_1_5,WAIT_TIME_GATE,NO,PRELOCK time gate is not open yet.,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-05-24 --timezone Atlantic/Canary --mode prelock --window-minutes 90,wait_prelock_window,NO,NO,SAFE_ACTION_DISPATCHER_REPORT_ONLY_NO_AUTO_RUN
2026-05-24,2026-05-24T10:09:38+01:00,4,4,PRELOCK_CONTEXT_MISSING,MANUAL_TIMING_REVIEW,1379344,Manchester City,Aston Villa,BTTS_YES,MANUAL_TIMING_REVIEW_REQUIRED,NO,Daily run plan lacks timing context; operator must inspect before dispatch.,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-05-24 --timezone Atlantic/Canary --mode prelock --window-minutes 90,manual_timing_review,NO,NO,SAFE_ACTION_DISPATCHER_REPORT_ONLY_NO_AUTO_RUN
2026-05-24,2026-05-24T10:09:38+01:00,5,5,PRELOCK_CONTEXT_MISSING,MANUAL_TIMING_REVIEW,1537007,Club Brugge KV,Gent,HOME_WIN,MANUAL_TIMING_REVIEW_REQUIRED,NO,Daily run plan lacks timing context; operator must inspect before dispatch.,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-05-24 --timezone Atlantic/Canary --mode prelock --window-minutes 90,manual_timing_review,NO,NO,SAFE_ACTION_DISPATCHER_REPORT_ONLY_NO_AUTO_RUN
2026-05-24,2026-05-24T10:09:38+01:00,6,6,PRELOCK_EXPIRED,TIME_GATE_EXPIRED,1504827,Tokyo Verdy,Yokohama F. Marinos,OVER_1_5,NO_DISPATCH_EXPIRED,NO,Prelock opportunity has expired; do not execute as if it were live.,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-05-24 --timezone Atlantic/Canary --mode prelock --window-minutes 90,expired_review,NO,NO,SAFE_ACTION_DISPATCHER_REPORT_ONLY_NO_AUTO_RUN
