date,timezone,mode,status,reason,baseline_competition_rows,candidate_v2_competition_rows,candidate_v4_competition_rows,firewall_checked_rows,firewall_kept_rows,firewall_downgraded_rows,firewall_secondary_rows,firewall_removed_rows,official_baseline_preserved,candidate_v2_preserved,run_finished_at
2026-05-24,Atlantic/Canary,SHADOW_CANDIDATE_V4_O25_LOW_CONVERSION_FIREWALL,OK,,3,3,2,2,0,2,0,0,1,1,2026-05-24T00:21:56.711541+00:00
