target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,fixture_datetime,minutes_to_kickoff,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,data_gap_flags,execution_family_status,decision_source,prelock_retained,prelock_decision,prelock_decision_reason,exclusion_reason,prelock_lineup_state,prelock_odds_state,prelock_availability_state
2026-05-24,2026-05-24T17:40:41+01:00,1392207,Segunda División,Sporting Gijon,Almeria,OVER_2_5,2026-05-24T17:30+01:00,-10.7,NO_BET,NO,KICKOFF_ALREADY_PASSED,NO,,,EXPIRED,vsigma_today_competition_top.csv,NO,,,KICKOFF_ALREADY_PASSED,,,
2026-05-24,2026-05-24T17:40:41+01:00,1545796,Serie B,Catanzaro,Monza,OVER_1_5,2026-05-24T19:00+01:00,79.3,NO_BET,NO,PRELOCK_GOVERNANCE_NOT_RETAINED,YES,2026-05-24T18:00+01:00,,PRELOCK_NOT_RETAINED,vsigma_today_competition_top.csv,NO,,,IN_WINDOW_BUT_NOT_RETAINED,,,
2026-05-24,2026-05-24T17:40:41+01:00,1492276,Serie A,Remo,Atletico Paranaense,OVER_1_5,2026-05-24T20:00+01:00,139.3,WAIT,NO,OUTSIDE_PRELOCK_WINDOW,YES,2026-05-24T19:00+01:00,,WAITING_FOR_WINDOW,vsigma_today_competition_top.csv,NO,,,OUTSIDE_90_MIN_PRELOCK_WINDOW,,,
