summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,6.0,6.0,6.0,0.62,0.548,0.0,60.0,0.0,2026-08-10T09:25:49.785622+00:00,,
home_quality_flag,,,,,,,,,,FULL,6.0
away_quality_flag,,,,,,,,,,FULL,6.0
