target_date,generated_at,overall_status,files_scanned,accepted_rows,rejected_rows,next_action,auto_apply,production_change
2026-08-10,2026-08-10T23:06:30+01:00,LOCAL_RAW_CANDIDATES_FOUND,3720,95,388,"Review accepted rows, then feed normal scoring gates.",NO,NO
