execution_rank,date,league,fixture_id,home_team,away_team,market_primary,final_recommendation,execution_shortlist_source,execution_score,selection_score,primary_edge,primary_model_prob,pick_main_why,pick_supporting_edges,pick_primary_risk,pick_execution_rationale,pick_bucket_rationale,pick_rank_rationale,pick_failure_mode,pick_confirmation_layers
1,2026-08-10,Allsvenskan,1494240,Vasteras SK FK,Djurgardens IF,OVER_2_5,BET,PREMIUM_CORE,98.95886075949367,67.0,0.1295886075949367,0.7625,CLEAN_MARKET_FIT;CORE_GATE_PASSED;EDGE_ABOVE_THRESHOLD;MODEL_PROB_STRONG;BET_EXECUTABLE;COVERAGE_THIN_NO_EXTRA_TRUST,CLEAN_MARKET_FIT;CORE_GATE_PASSED;PREMIUM_RULE_EVIDENCE;EDGE_ABOVE_THRESHOLD;EDGE_STRONG;MODEL_PROB_STRONG;BET_EXECUTABLE;AVAILABILITY_ADVISORY_ONLY;LINEUP_INACTIVE_NO_EDGE;COVERAGE_THIN_NO_EXTRA_TRUST;COVERAGE_LIMITS_STATS;COVERAGE_LIMITS_INJURIES;COVERAGE_LIMITS_LINEUPS;COVERAGE_LIMITS_ODDS,FAILURE_MODE_LOW_CONVERSION; market=OVER_2_5; edge=0.130; market_fit=SAFE_OK,BET; edge=0.130; prob=0.762; odds=1.58; SAFE_OK; APPROVED_BY_PREMIUM_PROMOTED_RULE,PREMIUM_CORE: CORE_GATE_PASSED; APPROVED_PREMIUM; BET; SAFE_OK,EXECUTION_SHORTLIST_SORT: execution_rank=1; phase=PREMIUM_CORE; execution_score=98.959; selection_score=67.000; primary_edge=0.130; primary_model_prob=0.762; shortlist_rank=2; caps=league2_market2_fixture1,LOW_CONVERSION,ODDS+MARKET_TRANSLATION+FORM
