target_date,generated_at,source_rows_reviewed,review_rows_written,ready_for_manual_review_rows,blocked_rows,review_priority_counts,review_board_status_counts,canonical_board_permission_counts,pick_permission_counts,stake_permission_counts,auto_apply,production_change
2026-08-10,2026-08-10T09:57:47+01:00,1,1,1,0,P2_MANUAL_REVIEW=1,API_ENRICHED_REVIEW_READY=1,NO_CANONICAL_BOARD_PERMISSION=1,NO_PICK_PERMISSION=1,NO_STAKE_PERMISSION=1,NO,NO
