target_date,generated_at,review_rows,bucket_counts,risk_label_counts,canonical_board_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-08-10,2026-08-10T09:57:47+01:00,1,P3_REVIEW_LOW_SIGNAL=1,LOW=1,NO_CANONICAL_BOARD_PERMISSION=1,NO_PICK_PERMISSION=1,NO_STAKE_PERMISSION=1,"Use this inspector only for human triage. It cannot promote, create picks, or create stake permission.",NO,NO
