target_date,generated_at,rank,fixture_id,home_team,away_team,forecast_confidence,forecast_warning,portfolio_status,context_level,market_hint,stat_profile,primary_stat_market,secondary_stat_market,execution_permission,stake_band,translation_score,translation_reason,kill_switch,source_guard,auto_apply,production_change
2026-08-06,2026-08-06T11:08:55+01:00,1,1556628,Dundee Utd,Rangers,LOW,LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS,LIVE_ONLY_OR_SYMBOLIC,L7_SOFT_DOWN,HOME_WIN,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,NO_CLEAR_STAT_MARKET,NONE,NO_BET,NO_STAKE,-34,stat_score=12; confidence=LOW 56.7; portfolio=LIVE_ONLY_OR_SYMBOLIC; low forecast confidence blocks execution; watch only; candidate_provenance_ceiling=max_permission=NO_BET; origin=OBJECTIVE_PROXY,CANDIDATE_PROVENANCE_CEILING,DATED_INPUT_ONLY; CANDIDATE_PROVENANCE_CEILING,NO,NO
