country,league,league_tier,league_filter_reason,matches
World,Friendlies Clubs,REJECT,hard_reject_noise_league,8
Faroe-Islands,Meistaradeildin,REJECT,country_league_not_allowlisted,3
Kuwait,Premier League,REJECT,country_league_not_allowlisted,3
Argentina,Primera C,REJECT,country_league_not_allowlisted,2
Latvia,Virsliga,REJECT,country_league_not_allowlisted,2
Lebanon,Premier League,REJECT,country_league_not_allowlisted,2
Peru,Copa De La Liga,REJECT,country_league_not_allowlisted,2
World,UEFA U19 Championship,REJECT,hard_reject_noise_league,2
World,World Cup,REJECT,country_league_not_allowlisted,2
Argentina,Torneo Promocional Amateur,REJECT,hard_reject_noise_league,1
Brazil,Catarinense U20,REJECT,hard_reject_noise_league,1
Brazil,Serie D,REJECT,country_league_not_allowlisted,1
Canada,Canadian Premier League,REJECT,country_league_not_allowlisted,1
Finland,Ykkönen,REJECT,country_league_not_allowlisted,1
Iceland,1. Deild,REJECT,country_league_not_allowlisted,1
Iceland,Úrvalsdeild,REJECT,country_league_not_allowlisted,1
Iran,Persian Gulf Pro League,REJECT,country_league_not_allowlisted,1
USA,USL League Two,REJECT,country_league_not_allowlisted,1
Lithuania,A Lyga,TIER_3,lithuania_a_lyga_noisy,2
