target_date,generated_at,final_rank,fixture_id,league,home_team,away_team,market_primary,base_final_recommendation,base_execution_verdict,base_execution_score,base_primary_edge,base_model_prob,context_gate_decision,objective_override_status,context_objective_edge,objective_availability_decision,lineup_status,availability_status,pick_failure_mode,adjusted_final_status,adjusted_reason,recommended_action,stake_band,auto_apply,production_change,guardrail_status
2026-08-13,2026-08-13T09:51:19+01:00,1,1607197,CONMEBOL Sudamericana,RB Bragantino,Atletico-MG,OVER_1_5,BET,OBJECTIVE_CONTEXT_PROXY,62,0.09,,OBJECTIVE_NEUTRAL_OR_UNKNOWN,PROXY_ONLY,NEUTRAL,WAIT_PRELOCK,WAIT_PRELOCK,AVAILABILITY_UNKNOWN_OR_CLEAN,PROXY_CONTEXT_ONLY,WAIT_PRELOCK,objective/availability gate requires prelock or lineup confirmation,Wait for prelock before execution,NO_PREMATCH_STAKE,NO,NO,DATED_UPSTREAM_ONLY_CONTEXT_ADJUSTED_REPORT
