date,timezone,mode,baseline_competition_rows,candidate_v2_competition_rows,candidate_v5_competition_rows,player_impact_adjusted_rows,player_impact_strengthened_rows,player_impact_downgraded_rows,player_impact_blocked_rows,official_baseline_preserved,candidate_v2_preserved,run_finished_at
2026-08-13,Atlantic/Canary,SHADOW_CANDIDATE_V5_PLAYER_IMPACT,0,0,0,0,0,0,0,1,1,2026-08-13T09:18:05.920589+00:00
