target_date,generated_at,source_rows_reviewed,candidate_rows_written,scoring_ready_pending_gates_rows,missing_required_rows,coverage_only_rows,diagnostic_only_rows,status_counts,pick_permission_counts,stake_permission_counts,auto_apply,production_change
2026-08-13,2026-08-13T09:51:26+01:00,1,1,1,0,0,0,API_ENRICHED_SCORING_READY_PENDING_GATES=1,NO_PICK_PERMISSION=1,NO_STAKE_PERMISSION=1,NO,NO
