target_date,generated_at,rank,fixture_id,home_team,away_team,market_primary,adjusted_status,objective_level,dependency_level,opponent_level,draw_level,lineup_level,availability_level,market_level,memory_level,context_level,context_score,policy,auto_apply,production_change
2026-08-13,2026-08-13T09:51:19+01:00,1,1607197,RB Bragantino,Atletico-MG,OVER_1_5,WAIT_PRELOCK,PROXY_ONLY,DEPENDENCY_UNKNOWN,STAKE_NEUTRAL,DRAW_NOT_KEY,WAIT_PRELOCK,AVAIL_UNKNOWN_CLEAN,GOALS_STANDARD,MEM_NONE,L6_REVIEW,43,review only,NO,NO
