target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,promotion_status,promotion_reason,source_path,allowed_downstream_use,auto_apply,production_change
2026-08-13,2026-08-13T19:13:58+01:00,1547761,CONMEBOL Libertadores,World,Mirassol,LDU de Quito,2026-08-13T23:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/matches_league_filtered.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-13,2026-08-13T19:13:58+01:00,1607602,UEFA Europa Conference League,World,Austria Vienna,Beitar Jerusalem,2026-08-13T19:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/matches_league_filtered.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-13,2026-08-13T19:13:58+01:00,1607605,UEFA Europa Conference League,World,Dinamo Minsk,SC Braga,2026-08-13T18:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/matches_league_filtered.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-13,2026-08-13T19:13:58+01:00,1605373,UEFA Europa Conference League,World,Drita,Tre Fiori,2026-08-13T19:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/matches_league_filtered.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-13,2026-08-13T19:13:58+01:00,1607606,UEFA Europa Conference League,World,Dunajska Streda,Twente,2026-08-13T18:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/matches_league_filtered.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-13,2026-08-13T19:13:58+01:00,1607615,UEFA Europa Conference League,World,FC Midtjylland,Bohemians,2026-08-13T18:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/matches_league_filtered.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-13,2026-08-13T19:13:58+01:00,1607618,UEFA Europa Conference League,World,FC Nordsjaelland,Valur Reykjavik,2026-08-13T18:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/matches_league_filtered.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-13,2026-08-13T19:13:58+01:00,1607626,UEFA Europa Conference League,World,FC ST. Gallen,Sheriff Tiraspol,2026-08-13T19:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/matches_league_filtered.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-13,2026-08-13T19:13:58+01:00,1607624,UEFA Europa Conference League,World,FC Sion,FC Noah,2026-08-13T19:15:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/matches_league_filtered.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-13,2026-08-13T19:13:58+01:00,1607629,UEFA Europa Conference League,World,FC Vaduz,Inter Turku,2026-08-13T18:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/matches_league_filtered.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
