execution_rank,execution_shortlist_source,fixture_id,date,league,home_team,away_team,market_primary,final_execution_bucket,final_recommendation,execution_score,selection_score,primary_model_prob,primary_odds_used,primary_edge,actionable_result,actionable_profit_units,primary_result,primary_profit_units,ledger_result_status,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
1,PREMIUM_CORE,1378234,2026-05-23,Serie A,Bologna,Inter,AWAY_WIN,APPROVED_PREMIUM,BET,155.00844036697248,101.94,0.7994,2.18,0.3406844036697248,LOSS,-1.0,LOSS,-1.0,RESULT_AVAILABLE,2026-05-23,2026-05-24T11:51:50+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-23-20260524T115150Z
2,PREMIUM_CORE,1378237,2026-05-23,Serie A,Lazio,Pisa,HOME_WIN,APPROVED_PREMIUM,BET,144.6902247191011,97.69,0.8418,1.78,0.2800022471910112,WIN,0.78,WIN,0.78,RESULT_AVAILABLE,2026-05-23,2026-05-24T11:51:50+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-23-20260524T115150Z
3,PREMIUM_EXTENDED,1494182,2026-05-23,Allsvenskan,Kalmar FF,Degerfors IF,OVER_1_5,APPROVED_PREMIUM,BET,97.43623188405796,78.61,0.8629,1.38,0.1382623188405796,WIN,0.38,WIN,0.38,RESULT_AVAILABLE,2026-05-23,2026-05-24T11:51:50+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-23-20260524T115150Z
