fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1391196,Real Madrid,Athletic Club,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,96.24,A_ANALIZAR_PRIMERO,
1378234,Bologna,Inter,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,96.04,A_ANALIZAR_PRIMERO,
1391197,Valencia,Barcelona,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,94.63,A_ANALIZAR_PRIMERO,
1378237,Lazio,Pisa,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,91.79,A_ANALIZAR_PRIMERO,
1536964,OH Leuven,Genk,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,91.78,A_ANALIZAR_PRIMERO,
1536963,Standard Liege,Charleroi,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,91.13,A_ANALIZAR_PRIMERO,
1391189,Alaves,Rayo Vallecano,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,89.12,A_ANALIZAR_PRIMERO,
1391190,Real Betis,Levante,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,87.35,A_ANALIZAR_PRIMERO,
1391195,Mallorca,Oviedo,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,86.8,A_ANALIZAR_PRIMERO,
1536965,Antwerp,KVC Westerlo,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,86.14,A_ANALIZAR_PRIMERO,
1545715,Hull City,Middlesbrough,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,85.07,A_ANALIZAR_PRIMERO,
1544683,Dender,Lommel United,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,84.91,A_ANALIZAR_PRIMERO,
1391192,Espanyol,Real Sociedad,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,84.51,A_ANALIZAR_PRIMERO,
1545425,FC Volendam,Willem II,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,82.83,A_ANALIZAR_PRIMERO,
1391191,Celta Vigo,Sevilla,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,81.7,A_ANALIZAR_PRIMERO,
1391193,Getafe,Osasuna,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,80.73,A_ANALIZAR_PRIMERO,
1391194,Girona,Elche,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,80.6,A_ANALIZAR_PRIMERO,
1490317,Minnesota United FC,Real Salt Lake,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,80.34,A_ANALIZAR_PRIMERO,
1494180,Halmstad,Orgryte IS,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,78.56,A_ANALIZAR_PRIMERO,
1492275,Mirassol,Fluminense,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,78.27,A_ANALIZAR_PRIMERO,
1504822,Kashima,FC Tokyo,,OVER_OR_BTTS_CHECK,76.13,A_ANALIZAR_PRIMERO,
1494182,Kalmar FF,Degerfors IF,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,73.41,A_ANALIZAR_PRIMERO,
1492277,Sao Paulo,Botafogo,,OVER_OR_BTTS_CHECK,72.79,A_ANALIZAR_PRIMERO,
1490310,St. Louis City,Austin,,OVER_OR_BTTS_CHECK,72.68,A_ANALIZAR_PRIMERO,
1492279,Vitoria,Internacional,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,71.57,A_ANALIZAR_PRIMERO,
1492274,Gremio,Santos,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,71.42,A_ANALIZAR_PRIMERO,
1504824,Kyoto Sanga,V-varen Nagasaki,,OVER_OR_BTTS_CHECK,69.23,A_ANALIZAR_PRIMERO,
1504823,Kashiwa Reysol,JEF United Chiba,,OVER_OR_BTTS_CHECK,67.5,A_ANALIZAR_PRIMERO,
1522812,Suduva Marijampole,Kauno Žalgiris,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1533653,Al Ittihad,Ismaily SC,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1533651,Future FC,Ghazl El Mehalla,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1533654,Haras El Hodood,Petrojet,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1533656,Kahraba Ismailia,El Mokawloon,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1429712,Durban City,Amazulu,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1429711,Golden Arrows,TS Galaxy,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1429710,Kaizer Chiefs,Chippa United,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1429709,Magesi,Richards Bay,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1429707,Marumo Gallants,Stellenbosch,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1429706,Orbit College,Orlando Pirates,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1429705,Sekhukhune United,Siwelele,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1520695,Fortaleza EC,Londrina,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1520698,Novorizontino,Ceara,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1526826,Barra,Guarani Campinas,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1526831,Maranhão,Caxias,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1526832,Maringá,Santa Cruz,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1495688,FF Jaro,Mariehamn,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1495687,Ilves,Gnistan,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1495686,Inter Turku,Turku PS,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1495689,KuPS,Lahti,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1495690,SJK,AC Oulu,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
