target_date,generated_at,rank,fixture_id,home_team,away_team,market_primary,adjusted_status,objective_level,dependency_level,opponent_level,draw_level,lineup_level,availability_level,market_level,memory_level,context_level,context_score,policy,auto_apply,production_change
2026-05-23,2026-05-24T14:01:54+01:00,2,1378234,Bologna,Inter,AWAY_WIN,BET_DOWNGRADED_TO_REVIEW,REAL_NEUTRAL_NO_EDGE,NO_DIRECT_EDGE,STAKE_NEUTRAL,DRAW_KILLS_ML,WAIT_PRELOCK,AVAIL_ADVISORY,ML_DRAW_FRAGILE,MEM_AVOIDED_LOSS,L9_MAX_BLOCK,109,no action,NO,NO
2026-05-23,2026-05-24T14:01:54+01:00,3,1378237,Lazio,Pisa,HOME_WIN,BET_DOWNGRADED_TO_REVIEW,REAL_NEUTRAL_NO_EDGE,NO_DIRECT_EDGE,STAKE_NEUTRAL,DRAW_KILLS_ML,WAIT_PRELOCK,PICK_SIDE_RISK,ML_DRAW_FRAGILE,MEM_MISSED_WIN,L9_MAX_BLOCK,96,no action,NO,NO
2026-05-23,2026-05-24T14:01:54+01:00,1,1494182,Kalmar FF,Degerfors IF,OVER_1_5,SHADOW_RISK_ONLY,PROXY_TEMPO,DEPENDENCY_UNKNOWN,STAKE_UNKNOWN,DRAW_NOT_KEY,LINEUPS_NOT_CONFIRMED,AVAIL_ADVISORY,O15_LOW_CONV,MEM_SHADOW_WIN,L6_REVIEW,36,review only,NO,NO
