summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,25,23,11,11,0,89.2484,0.168437,12.04,7.32,4.72,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,11,11,11,11,0,87.9464,0.206037,18.4545,11.9091,6.5455,0.0
by_final_execution_bucket,DOWNGRADED,,,,,12,12,0,0,0,90.7917,0.159921,8.1667,4.3333,3.8333,0.0
by_final_execution_bucket,WATCH,,,,,2,0,0,0,0,87.15,0.012733,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,11,11,11,11,0,87.9464,0.206037,18.4545,11.9091,6.5455,0.0
by_bucket_and_governance_status,DOWNGRADED,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,4,4,0,0,0,90.6825,0.282956,24.5,13.0,11.5,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,8,8,0,0,0,90.8462,0.098404,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,2,0,0,0,0,87.15,0.012733,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,11,11,11,11,0,87.9464,0.206037,18.4545,11.9091,6.5455,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,12,12,0,0,0,90.7917,0.159921,8.1667,4.3333,3.8333,0.0
by_bucket_and_final_recommendation,WATCH,,WATCH,,,2,0,0,0,0,87.15,0.012733,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,1,1,1,1,0,97.69,0.280002,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,101.94,0.340684,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,9,9,9,9,0,85.3089,0.182858,17.0,11.6667,5.3333,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,12,12,0,0,0,90.7917,0.159921,8.1667,4.3333,3.8333,0.0
by_bucket_and_execution_verdict,WATCH,,,WATCH,,2,0,0,0,0,87.15,0.012733,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,11,11,11,11,0,87.9464,0.206037,18.4545,11.9091,6.5455,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,PREMIUM_EVIDENCE,4,4,0,0,0,90.6825,0.282956,24.5,13.0,11.5,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,8,8,0,0,0,90.8462,0.098404,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,WATCH,,,,,2,0,0,0,0,87.15,0.012733,0.0,0.0,0.0,0.0
