date,result,provider,fixtures_returned,fixture_id,status_short,home_team,away_team,score_fulltime_home,score_fulltime_away
2026-05-23,OK,API-SPORTS_DIRECT,1081.0,,,,,,
2026-05-23T14:00:00+01:00,MATCHED,,,1494180.0,FT,Halmstad,Orgryte IS,2.0,0.0
2026-05-23T14:00:00+01:00,MATCHED,,,1494182.0,FT,Kalmar FF,Degerfors IF,2.0,1.0
2026-05-23T15:30:00+01:00,MATCHED,,,1545425.0,PEN,FC Volendam,Willem II,1.0,2.0
2026-05-23T15:30:00+01:00,MATCHED,,,1545715.0,FT,Hull City,Middlesbrough,1.0,0.0
2026-05-23T17:00:00+01:00,MATCHED,,,1378234.0,FT,Bologna,Inter,3.0,3.0
2026-05-23T17:15:00+01:00,MATCHED,,,1544683.0,FT,Dender,Lommel United,0.0,0.0
2026-05-23T19:45:00+01:00,MATCHED,,,1378237.0,FT,Lazio,Pisa,2.0,1.0
2026-05-23T19:45:00+01:00,MATCHED,,,1490310.0,FT,St. Louis City,Austin,3.0,0.0
2026-05-23T19:45:00+01:00,MATCHED,,,1536963.0,FT,Standard Liege,Charleroi,0.0,2.0
2026-05-23T19:45:00+01:00,MATCHED,,,1536964.0,FT,OH Leuven,Genk,0.0,2.0
2026-05-23T19:45:00+01:00,MATCHED,,,1536965.0,FT,Antwerp,KVC Westerlo,2.0,0.0
2026-05-23T20:00:00+01:00,MATCHED,,,1391189.0,FT,Alaves,Rayo Vallecano,1.0,2.0
2026-05-23T20:00:00+01:00,MATCHED,,,1391190.0,FT,Real Betis,Levante,2.0,1.0
2026-05-23T20:00:00+01:00,MATCHED,,,1391191.0,FT,Celta Vigo,Sevilla,1.0,0.0
2026-05-23T20:00:00+01:00,MATCHED,,,1391192.0,FT,Espanyol,Real Sociedad,1.0,1.0
2026-05-23T20:00:00+01:00,MATCHED,,,1391193.0,FT,Getafe,Osasuna,1.0,0.0
2026-05-23T20:00:00+01:00,MATCHED,,,1391194.0,FT,Girona,Elche,1.0,1.0
2026-05-23T20:00:00+01:00,MATCHED,,,1391195.0,FT,Mallorca,Oviedo,3.0,0.0
2026-05-23T20:00:00+01:00,MATCHED,,,1391196.0,FT,Real Madrid,Athletic Club,4.0,2.0
2026-05-23T20:00:00+01:00,MATCHED,,,1391197.0,FT,Valencia,Barcelona,3.0,1.0
2026-05-23T21:00:00+01:00,MATCHED,,,1492277.0,FT,Sao Paulo,Botafogo,1.0,1.0
2026-05-23T21:00:00+01:00,MATCHED,,,1492279.0,FT,Vitoria,Internacional,2.0,0.0
2026-05-23T21:30:00+01:00,MATCHED,,,1490317.0,FT,Minnesota United FC,Real Salt Lake,1.0,1.0
2026-05-23T23:00:00+01:00,MATCHED,,,1492274.0,FT,Gremio,Santos,3.0,2.0
2026-05-23T23:00:00+01:00,MATCHED,,,1492275.0,FT,Mirassol,Fluminense,1.0,0.0
