date,timezone,mode,baseline_competition_rows,candidate_v2_competition_rows,overlap_rows,baseline_only_rows,candidate_v2_only_rows,official_baseline_preserved,run_finished_at
2026-05-23,Atlantic/Canary,SHADOW_CANDIDATE_V2,2,2,2,0,0,1,2026-05-23T07:44:43.243997+00:00
