shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,execution_fragility_reason,execution_market_fit_status,execution_market_fit_note,execution_preferred_safer_market,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,projected_home_goals,projected_away_goals,projected_total_goals,league_coverage_class,league_data_reliability_score,league_coverage_rich_flag,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_stats_reliability_multiplier,league_coverage_uncertainty_penalty,league_coverage_source_status,league_coverage_note,recent_stats_quality_flag,recent_stats_process_score,recent_lab_context_score,home_recent_lab_trust_multiplier,away_recent_lab_trust_multiplier,home_recent_opponent_strength_avg,away_recent_opponent_strength_avg,home_recent_schedule_difficulty_score,away_recent_schedule_difficulty_score,home_recent_schedule_quality_flag,away_recent_schedule_quality_flag,recent_schedule_balance_delta,home_recent_anomaly_count_last5,away_recent_anomaly_count_last5,home_recent_clean_sample_size,away_recent_clean_sample_size,home_recent_anomaly_penalty,away_recent_anomaly_penalty,home_recent_event_coverage_flag,away_recent_event_coverage_flag,recent_sample_cleanliness_flag,odds_imp_over15,odds_imp_over25,odds_imp_under35,odds_imp_btts_yes,odds_imp_home_win,odds_imp_draw,odds_imp_away_win,odds_imp_home_dnb,odds_imp_away_dnb,odds_market_support_count,odds_bookmaker_support_count,odds_dispersion_score,odds_structure_coherence_flag,odds_total_ladder_shape,odds_goal_expectation_band,odds_side_fragility_flag,odds_btts_support_flag,odds_over25_support_flag,odds_over15_support_flag,odds_under35_support_flag,odds_market_translation_hint,odds_line_aggression_flag,odds_confidence_adjustment_score,odds_structure_depth_status,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_injuries_count,away_injuries_count,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg,score_fulltime_home,score_fulltime_away,goals_home,goals_away,status,resolved_home_goals,resolved_away_goals,match_finished_flag,primary_result,alt_result,primary_profit_units,alt_profit_units,actionable_flag,actionable_result,actionable_profit_units
1,TOP_CORE,TOP_CORE,2026-05-23,Spain,La Liga,1391196,Real Madrid,Athletic Club,102.14,96.24,HIGH,2-1 / 3-1 / 2-2,OVER_2_5,OVER_1_5,STRONG,TOP_CORE,BET,WATCH,WATCH,DOWNGRADED_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Base actionable recommendation did not match any production-ready promoted rule.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7473,1.53,0.6535947712418301,0.0937052287581698,0.9012,1.17,0.8547008547008548,0.0464991452991452,2.51,1.4,3.91,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,1.0,16.0,10.0,FULL,FULL,12.4,9.6,HIGH,HIGH,FULL,22.0,0.0,0.1,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,431.23,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.51 | visitante 1.40,Market edge primario: prob 0.747 | impl 0.654 | edge +0.094,Bias lado: +2.51 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=7.00 aSOT=3.20 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=12.40 aRisk=9.60 | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,2.0,12.0,1.0,0.0,1.375,1.125,1.75,1.25,1.625,1.75,1.0,0.625,0.125,0.125,0.875,0.5,1.0,0.75,0.625,0.625,17.0,10.2,17.2,8.6,7.0,3.2,4.6,4.6,53.6,52.0,6.6,6.8,5.6,3.6,11.8,12.6,3.0,2.25,2.6,0.75,4.6,3.0,4.0,2.0,4.0,2.0,FT,4.0,2.0,1,WIN,WIN,0.53,0.17,0,SKIPPED,
2,TOP_CORE,TOP_CORE,2026-05-23,Italy,Serie A,1378234,Bologna,Inter,101.94,96.04,HIGH,1-2 / 1-3 / 2-2,AWAY_WIN,OVER_2_5,STRONG,TOP_CORE,BET,TOP_CORE,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,13,12,0,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.115531,model_edge_abs_num >= 0.115531 | primary_edge >= 0.115531 | model_edge_abs_num >= 0.131684 | model_edge_abs_num >= 0.136433 | primary_edge >= 0.131684 | primary_edge >= 0.136433 | model_edge_abs_num >= 0.167733 | primary_edge >= 0.167733 | model_edge_abs_num >= 0.176245 | primary_edge >= 0.176245 | model_edge_abs_num >= 0.164431 | primary_edge >= 0.164431 | model_edge_abs_num >= 0.184762 | primary_edge >= 0.184762 | model_edge_abs_num >= 0.169424 | primary_edge >= 0.169424 | model_edge_abs_num >= 0.128099 | model_edge_abs_num >= 0.129431 | model_edge_abs_num >= 0.138141 | primary_edge >= 0.128099 | primary_edge >= 0.129431 | primary_edge >= 0.138141 | model_edge_abs_num >= 0.178059 | primary_edge >= 0.178059 | model_edge_abs_num >= 0.146275,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7994,2.18,0.4587155963302752,0.3406844036697248,0.7497,1.7,0.5882352941176471,0.1614647058823529,0.89,3.05,3.94,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,1.0,10.0,8.0,FULL,FULL,9.6,6.4,HIGH,HIGH,FULL,16.0,0.0,0.1,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,251.22,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 0.89 | visitante 3.05,Market edge primario: prob 0.799 | impl 0.459 | edge +0.341,Bias lado: -4.19 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=2.80 aSOT=5.60 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=9.60 aRisk=6.40 | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,8.0,1.0,0.0,1.0,0.875,2.25,0.625,2.625,1.75,1.375,0.375,1.0,0.25,0.25,0.25,0.75,0.875,1.0,0.375,0.625,10.6,14.6,9.6,13.6,2.8,5.6,3.2,3.6,57.6,56.0,5.0,5.4,5.0,5.0,12.0,11.2,0.6,2.0,2.0,1.6,3.4,4.2,3.0,3.0,3.0,3.0,FT,3.0,3.0,1,LOSS,WIN,-1.0,0.7,1,LOSS,-1.0
3,CORE_SHORTLIST,CORE,2026-05-23,Spain,La Liga,1391197,Valencia,Barcelona,100.53,94.63,HIGH,1-2 / 1-3 / 2-2,AWAY_WIN,OVER_1_5,STRONG,CORE_SHORTLIST,BET,WATCH,WATCH,APPROVED_BY_PREMIUM_PROMOTED_RULE,23,13,10,0,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.115531,model_edge_abs_num >= 0.115531 | primary_edge >= 0.115531 | model_edge_abs_num >= 0.131684 | model_edge_abs_num >= 0.136433 | primary_edge >= 0.131684 | primary_edge >= 0.136433 | model_edge_abs_num >= 0.167733 | primary_edge >= 0.167733 | model_edge_abs_num >= 0.176245 | primary_edge >= 0.176245 | model_edge_abs_num >= 0.164431 | primary_edge >= 0.164431 | model_edge_abs_num >= 0.169424 | primary_edge >= 0.169424 | model_edge_abs_num >= 0.128099 | model_edge_abs_num >= 0.129431 | model_edge_abs_num >= 0.138141 | primary_edge >= 0.128099 | primary_edge >= 0.129431 | primary_edge >= 0.138141 | model_edge_abs_num >= 0.178059 | primary_edge >= 0.178059 | model_edge_abs_num >= 0.146275,Actionable recommendation matched premium promoted-rule evidence.,AWAY_WIN_DRAW_RISK,MARKET_FIT_DOWNGRADED,"AWAY_WIN requires premium governance, core base verdict, usable odds, and strict model probability/edge strength.",OVER_1_5,0.6714,2.05,0.4878048780487805,0.1835951219512194,0.8657,1.16,0.8620689655172414,0.0036310344827585,1.08,2.44,3.52,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,1.0,14.0,6.0,FULL,FULL,14.0,5.6,HIGH,HIGH,FULL,19.6,0.0,0.1,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,431.23,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.08 | visitante 2.44,Market edge primario: prob 0.671 | impl 0.488 | edge +0.184,Bias lado: -3.22 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=3.60 aSOT=5.80 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=14.00 aRisk=5.60 | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,9.0,1.0,0.0,1.0,1.25,2.625,1.25,1.75,1.375,0.75,0.625,0.875,0.125,0.375,0.5,0.5,0.75,0.75,0.375,0.5,13.8,14.2,12.8,8.8,3.6,5.8,4.8,2.8,43.2,70.8,4.8,5.2,4.6,3.8,15.0,9.8,1.4,1.8,2.6,2.8,4.4,3.2,3.0,1.0,3.0,1.0,FT,3.0,1.0,1,LOSS,WIN,-1.0,0.16,0,SKIPPED,
4,CORE_SHORTLIST,CORE,2026-05-23,Italy,Serie A,1378237,Lazio,Pisa,97.69,91.79,HIGH,2-1 / 3-1 / 2-2,HOME_WIN,HOME_DNB,STRONG,CORE_SHORTLIST,BET,CORE_SHORTLIST,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,13,12,0,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.115531,model_edge_abs_num >= 0.115531 | primary_edge >= 0.115531 | model_edge_abs_num >= 0.131684 | model_edge_abs_num >= 0.136433 | primary_edge >= 0.131684 | primary_edge >= 0.136433 | model_edge_abs_num >= 0.167733 | primary_edge >= 0.167733 | model_edge_abs_num >= 0.176245 | primary_edge >= 0.176245 | model_edge_abs_num >= 0.164431 | primary_edge >= 0.164431 | model_edge_abs_num >= 0.184762 | primary_edge >= 0.184762 | model_edge_abs_num >= 0.169424 | primary_edge >= 0.169424 | model_edge_abs_num >= 0.128099 | model_edge_abs_num >= 0.129431 | model_edge_abs_num >= 0.138141 | primary_edge >= 0.128099 | primary_edge >= 0.129431 | primary_edge >= 0.138141 | model_edge_abs_num >= 0.178059 | primary_edge >= 0.178059 | model_edge_abs_num >= 0.146275,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8418,1.78,0.5617977528089888,0.2800022471910112,0.8418,,,,2.69,0.46,3.15,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,1.0,14.0,12.0,FULL,FULL,10.8,11.2,HIGH,HIGH,FULL,22.0,0.0,0.1,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,416.21,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.69 | visitante 0.46,Market edge primario: prob 0.842 | impl 0.562 | edge +0.280,Bias lado: +4.05 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.40 aSOT=4.00 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=10.80 aRisk=11.20 | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,9.0,20.0,0.0,1.0,1.875,0.375,1.5,0.625,0.875,2.375,0.875,0.375,0.375,0.0,0.5,0.375,0.75,0.75,0.25,0.75,11.2,11.4,15.6,11.2,4.4,4.0,4.0,3.8,47.6,48.4,3.8,3.8,6.4,3.2,11.8,15.8,2.4,2.2,1.25,2.8,2.4,2.6,2.0,1.0,2.0,1.0,FT,2.0,1.0,1,WIN,WIN,0.78,,1,WIN,0.78
5,CORE_SHORTLIST,CORE,2026-05-23,Belgium,Jupiler Pro League,1536964,OH Leuven,Genk,97.68,91.78,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,OVER_2_5,THIN,WATCH,WATCH,WATCH,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8529,1.2,0.8333333333333334,0.0195666666666666,0.6598,1.62,0.6172839506172839,0.0425160493827161,1.33,2.07,3.4,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,416.29,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.33 | visitante 2.07,Market edge primario: prob 0.853 | impl 0.833 | edge +0.020,Bias lado: -1.65 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=3.20 aSOT=5.60 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,6.0,2.0,0.0,1.0,0.625,1.25,0.75,1.5,1.75,2.0,0.5,0.75,0.25,0.125,0.375,0.75,0.75,0.875,0.375,0.5,8.6,17.6,15.0,10.2,3.2,5.6,5.4,3.0,48.6,53.0,4.8,7.8,5.6,2.2,12.0,11.8,2.4,1.6,3.0,3.0,2.6,4.4,0.0,2.0,0.0,2.0,FT,0.0,2.0,1,WIN,LOSS,0.2,-1.0,0,SKIPPED,
6,WATCHLIST,WATCH,2026-05-23,Belgium,Jupiler Pro League,1536963,Standard Liege,Charleroi,97.03,91.13,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,WATCH,DOWNGRADED_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Base actionable recommendation did not match any production-ready promoted rule.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8436,1.31,0.7633587786259541,0.0802412213740458,0.644,1.96,0.5102040816326531,0.1337959183673469,2.11,1.21,3.32,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,416.29,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.11 | visitante 1.21,Market edge primario: prob 0.844 | impl 0.763 | edge +0.080,Bias lado: +1.56 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.00 aSOT=4.40 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,1.0,4.0,1.0,0.5,1.75,1.25,1.875,1.0,1.0,1.125,0.875,0.625,0.25,0.25,0.75,0.375,0.875,0.875,0.75,0.25,12.0,11.8,15.2,12.4,4.0,4.4,4.4,3.8,43.6,47.0,3.6,3.6,7.4,6.6,7.2,11.4,0.8,1.8,2.25,1.25,3.8,2.8,0.0,2.0,0.0,2.0,FT,0.0,2.0,1,WIN,LOSS,0.31,-1.0,0,SKIPPED,
7,WATCHLIST,WATCH,2026-05-23,Spain,La Liga,1391189,Alaves,Rayo Vallecano,95.02,89.12,HIGH,1-2 / 1-3 / 2-2,OVER_2_5,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,13,12,0,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.115531,model_edge_abs_num >= 0.115531 | primary_edge >= 0.115531 | model_edge_abs_num >= 0.131684 | model_edge_abs_num >= 0.136433 | primary_edge >= 0.131684 | primary_edge >= 0.136433 | model_edge_abs_num >= 0.167733 | primary_edge >= 0.167733 | model_edge_abs_num >= 0.176245 | primary_edge >= 0.176245 | model_edge_abs_num >= 0.164431 | primary_edge >= 0.164431 | model_edge_abs_num >= 0.184762 | primary_edge >= 0.184762 | model_edge_abs_num >= 0.169424 | primary_edge >= 0.169424 | model_edge_abs_num >= 0.128099 | model_edge_abs_num >= 0.129431 | model_edge_abs_num >= 0.138141 | primary_edge >= 0.128099 | primary_edge >= 0.129431 | primary_edge >= 0.138141 | model_edge_abs_num >= 0.178059 | primary_edge >= 0.178059 | model_edge_abs_num >= 0.146275,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8162,2.02,0.495049504950495,0.321150495049505,0.9344,1.33,0.7518796992481203,0.1825203007518797,1.86,2.56,4.42,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,1.0,4.0,10.0,FULL,FULL,4.0,9.6,HIGH,HIGH,FULL,13.6,0.0,0.1,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,431.28,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.86 | visitante 2.56,Market edge primario: prob 0.816 | impl 0.495 | edge +0.321,Bias lado: -1.40 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.20 aSOT=6.60 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=4.00 aRisk=9.60 | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,14.0,8.0,0.0,0.0,1.125,2.0,2.125,1.5,2.375,1.125,1.0,0.875,0.0,0.625,1.0,0.25,1.0,0.625,0.875,0.5,14.2,17.0,11.4,13.4,4.2,6.6,4.6,4.8,46.6,48.6,6.2,4.0,6.0,4.4,12.0,16.0,2.6,4.0,1.6,1.25,4.4,3.6,1.0,2.0,1.0,2.0,FT,1.0,2.0,1,WIN,WIN,1.02,0.33,1,WIN,1.02
8,WATCHLIST,WATCH,2026-05-23,Spain,La Liga,1391190,Real Betis,Levante,93.25,87.35,HIGH,2-1 / 3-1 / 2-2,OVER_2_5,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,13,13,0,0,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.115531,model_edge_abs_num >= 0.115531 | primary_edge >= 0.115531 | model_edge_abs_num >= 0.131684 | model_edge_abs_num >= 0.136433 | primary_edge >= 0.131684 | primary_edge >= 0.136433 | model_edge_abs_num >= 0.128099 | model_edge_abs_num >= 0.129431 | model_edge_abs_num >= 0.138141 | primary_edge >= 0.128099 | primary_edge >= 0.129431 | primary_edge >= 0.138141 | model_edge_abs_num >= 0.146275,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.719,1.75,0.5714285714285714,0.1475714285714285,0.8863,1.23,0.8130081300813008,0.0732918699186991,2.16,1.57,3.73,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,1.0,10.0,10.0,FULL,FULL,10.0,10.0,HIGH,HIGH,FULL,20.0,0.0,0.1,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,431.24,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.16 | visitante 1.57,Market edge primario: prob 0.719 | impl 0.571 | edge +0.148,Bias lado: +0.97 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.00 aSOT=5.20 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=10.00 aRisk=10.00 | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,5.0,15.0,0.5,0.5,1.25,1.75,1.5,1.5,1.375,1.5,0.875,0.75,0.25,0.375,0.75,0.5,0.875,0.75,0.5,0.375,11.0,17.0,11.2,9.2,4.0,5.2,4.8,3.0,50.8,54.0,4.2,6.6,4.0,4.0,12.2,12.4,3.0,2.2,1.0,0.8,3.4,5.0,2.0,1.0,2.0,1.0,FT,2.0,1.0,1,WIN,WIN,0.75,0.23,1,WIN,0.75
