mode,pick_count,settled_rows,pending_rows,unmatched_rows,wins,losses,pushes,voids,profit_units,roi_percent,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
SHADOW_CANDIDATE_V4_O25_LOW_CONVERSION_FIREWALL,2,0,0,2,0,0,0,0,0.0,,2026-05-23,2026-05-24T12:42:50+00:00,POST,CANDIDATE_V4_RESULTS,NO_DATE_COLUMN,2026-05-23-20260524T124250Z
