shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,execution_fragility_reason,execution_market_fit_status,execution_market_fit_note,execution_preferred_safer_market,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,projected_home_goals,projected_away_goals,projected_total_goals,league_coverage_class,league_data_reliability_score,league_coverage_rich_flag,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_stats_reliability_multiplier,league_coverage_uncertainty_penalty,league_coverage_source_status,league_coverage_note,recent_stats_quality_flag,recent_stats_process_score,recent_lab_context_score,home_recent_lab_trust_multiplier,away_recent_lab_trust_multiplier,home_recent_opponent_strength_avg,away_recent_opponent_strength_avg,home_recent_schedule_difficulty_score,away_recent_schedule_difficulty_score,home_recent_schedule_quality_flag,away_recent_schedule_quality_flag,recent_schedule_balance_delta,home_recent_anomaly_count_last5,away_recent_anomaly_count_last5,home_recent_clean_sample_size,away_recent_clean_sample_size,home_recent_anomaly_penalty,away_recent_anomaly_penalty,home_recent_event_coverage_flag,away_recent_event_coverage_flag,recent_sample_cleanliness_flag,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_injuries_count,away_injuries_count,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg,score_fulltime_home,score_fulltime_away,goals_home,goals_away,status,resolved_home_goals,resolved_away_goals,match_finished_flag,primary_result,alt_result,primary_profit_units,alt_profit_units,actionable_flag,actionable_result,actionable_profit_units
1,TOP_CORE,TOP_CORE,2026-05-01,Italy,Serie B,1419955,Spezia,Venezia,103.63,97.73,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,TOP_CORE,MODEL_ONLY,TOP_CORE,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9141,,,,0.8058,,,,0.93,3.17,4.1,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.25,0.937,1.0,0.545,0.5,0.09,0.0,FULL,FULL,0.045,2.0,0.0,3.0,5.0,0.7,0.0,SUPPORTED,SUPPORTED,MIXED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-14016.27,0.0,1.0,11.0,11.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 0.93 | visitante 3.17,"Market edge primario: prob 0.914 | sin cuota útil, fallback modelo",Bias lado: -4.32 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.40 aSOT=5.40 | lab_sched=FULL/FULL trust=0.94/1.00 clean=MIXED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,19.0,1.0,1.0,1.0,0.875,2.25,1.875,1.875,2.375,0.5,0.75,0.875,0.0,0.5,0.75,0.5,1.0,0.875,0.75,0.375,13.4,14.4,12.8,10.8,4.4,5.4,5.2,3.0,47.8,68.4,3.6,4.0,3.4,5.6,18.6,15.4,2.6,1.4,1.4,1.4,3.6,4.0,2.0,2.0,2.0,2.0,FT,2.0,2.0,1,WIN,PUSH,,0.0,0,SKIPPED,
2,TOP_CORE,TOP_CORE,2026-05-01,Italy,Serie B,1419952,Juve Stabia,Frosinone,103.33,97.43,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,TOP_CORE,MODEL_ONLY,TOP_CORE,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9041,,,,0.6488,,,,1.33,2.62,3.95,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.1,1.001,0.975,0.505,0.564,0.01,0.128,FULL,FULL,-0.059,0.0,1.0,5.0,4.0,0.0,0.35,SUPPORTED,SUPPORTED,MIXED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-14016.27,0.0,1.0,11.0,11.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,3.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.33 | visitante 2.62,"Market edge primario: prob 0.904 | sin cuota útil, fallback modelo",Bias lado: -2.76 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=5.00 aSOT=6.20 | lab_sched=FULL/FULL trust=1.00/0.97 clean=MIXED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,7.0,2.0,0.0,1.0,1.25,2.5,1.375,2.25,1.375,0.75,0.875,1.0,0.125,0.375,0.75,0.625,1.0,1.0,0.375,0.75,11.8,17.0,12.8,14.8,5.0,6.2,4.6,5.0,47.0,51.8,3.6,5.8,3.2,5.0,11.4,14.0,1.6,3.4,1.8,1.8,3.2,5.4,0.0,1.0,0.0,1.0,FT,0.0,1.0,1,LOSS,WIN,-1.0,,0,SKIPPED,
3,CORE_SHORTLIST,CORE,2026-05-01,Spain,Segunda División,1392175,Deportivo La Coruna,Leganes,100.4,94.5,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8736,,,,0.7228,,,,2.62,0.98,3.6,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.49,0.932,0.945,0.512,0.593,0.024,0.186,FULL,FULL,-0.081,2.0,2.0,3.0,3.0,0.7,0.7,SUPPORTED,SUPPORTED,POLLUTED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-13806.27,0.0,1.0,11.0,11.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.62 | visitante 0.98,"Market edge primario: prob 0.874 | sin cuota útil, fallback modelo",Bias lado: +3.09 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.20 aSOT=4.40 | lab_sched=FULL/FULL trust=0.93/0.94 clean=POLLUTED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,2.0,16.0,1.0,0.0,2.0,1.0,1.625,1.375,0.875,1.875,1.0,0.625,0.125,0.125,0.875,0.625,1.0,0.875,0.375,0.625,13.2,12.8,12.0,15.2,4.2,4.4,3.0,6.6,51.0,48.2,5.2,5.6,7.0,5.8,15.2,12.8,2.0,2.0,2.4,1.4,3.8,3.8,2.0,1.0,2.0,1.0,FT,2.0,1.0,1,WIN,WIN,,,0,SKIPPED,
4,CORE_SHORTLIST,CORE,2026-05-01,England,Premier League,1379315,Leeds,Burnley,96.94,91.04,HIGH,2-1 / 1-0 / 2-0,OVER_1_5,HOME_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7802,,,,0.7029,,,,2.15,0.72,2.87,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.73,-0.2,0.928,1.021,0.551,0.631,0.102,0.262,PARTIAL,FULL,-0.08,2.0,0.0,1.0,5.0,0.8,0.0,PARTIAL,SUPPORTED,MIXED,5.0,5.0,1.0,1.0,2.0,3.0,FULL,FULL,2.0,3.0,MEDIUM,HIGH,FULL,5.0,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-13656.27,0.0,1.0,11.0,11.0,1.0,1.0,2.0,1.0,3.0,5.0,5.0,4.0,1.0,1.0,0.45,0.22,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.15 | visitante 0.72,"Market edge primario: prob 0.780 | sin cuota útil, fallback modelo",Bias lado: +2.76 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=5.20 aSOT=3.20 | lab_sched=PARTIAL/FULL trust=0.93/1.02 clean=MIXED | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=2.00 aRisk=3.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,16.0,19.0,0.5,1.0,1.625,0.25,1.5,0.75,0.75,2.125,0.625,0.5,0.5,0.125,0.375,0.5,0.625,0.75,0.625,0.375,14.6,9.4,14.8,19.0,5.2,3.2,5.2,5.6,46.4,43.2,3.8,5.2,7.8,6.2,11.6,9.8,2.2,1.75,0.2,1.4,3.6,3.6,3.0,1.0,3.0,1.0,FT,3.0,1.0,1,WIN,WIN,,,0,SKIPPED,
5,CORE_SHORTLIST,CORE,2026-05-01,Italy,Serie B,1419957,Modena,Reggiana,96.62,90.72,HIGH,2-1 / 1-0 / 2-0,OVER_1_5,HOME_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7669,,,,0.7053,,,,2.11,0.68,2.79,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.44,-0.36,0.95,0.959,0.628,0.462,0.256,-0.076,FULL,FULL,0.166,2.0,1.0,3.0,4.0,0.7,0.35,SUPPORTED,SUPPORTED,POLLUTED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-14016.27,0.0,1.0,11.0,11.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,5.0,1.0,1.0,0.45,0.22,0.2,0.45,0.33,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.11 | visitante 0.68,"Market edge primario: prob 0.767 | sin cuota útil, fallback modelo",Bias lado: +2.54 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.80 aSOT=2.80 | lab_sched=FULL/FULL trust=0.95/0.96 clean=POLLUTED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.33,6.0,18.0,0.0,1.0,1.125,0.625,1.25,0.625,1.25,1.75,0.75,0.5,0.25,0.25,0.625,0.375,0.75,0.75,0.625,0.375,15.6,9.2,13.6,17.6,4.8,2.8,6.0,6.2,53.8,37.6,5.4,2.6,5.4,6.2,15.6,15.8,1.8,2.4,0.8,2.6,3.6,1.8,2.0,1.0,2.0,1.0,FT,2.0,1.0,1,WIN,WIN,,,0,SKIPPED,
6,WATCHLIST,WATCH,2026-05-01,Italy,Serie B,1419956,Mantova,Monza,96.58,90.68,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,UNDER_3_5,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8519,,,,0.561,,,,1.56,1.83,3.39,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.11,0.988,0.985,0.428,0.624,-0.144,0.248,FULL,FULL,-0.196,0.0,1.0,5.0,4.0,0.0,0.35,SUPPORTED,SUPPORTED,MIXED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-14016.27,0.0,1.0,11.0,11.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.56 | visitante 1.83,"Market edge primario: prob 0.852 | sin cuota útil, fallback modelo",Bias lado: -0.89 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.20 aSOT=4.00 | lab_sched=FULL/FULL trust=0.99/0.98 clean=MIXED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,9.0,3.0,0.0,1.0,2.0,1.875,1.75,1.625,0.75,0.75,0.875,0.875,0.625,0.625,0.25,0.375,0.875,0.75,0.5,0.375,11.2,14.2,9.2,12.4,4.2,4.0,2.2,3.6,59.4,47.4,4.0,6.4,2.6,3.0,16.0,11.6,2.6,1.6,1.6,1.2,3.8,4.8,3.0,2.0,3.0,2.0,FT,3.0,2.0,1,WIN,LOSS,,-1.0,0,SKIPPED,
7,WATCHLIST,WATCH,2026-05-01,Spain,Segunda División,1396986,FC Andorra,Albacete,95.63,89.73,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9234,,,,0.5916,,,,2.62,1.61,4.23,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.57,0.973,0.885,0.55,0.466,0.1,-0.068,FULL,FULL,0.084,1.0,3.0,4.0,2.0,0.35,1.1,SUPPORTED,SUPPORTED,POLLUTED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-13941.27,0.0,1.0,11.0,11.0,1.0,1.0,3.0,2.0,4.0,5.0,3.0,2.0,1.0,1.0,0.45,0.4,0.45,0.45,0.438,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.62 | visitante 1.61,"Market edge primario: prob 0.923 | sin cuota útil, fallback modelo",Bias lado: +1.80 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=6.20 aSOT=3.60 | lab_sched=FULL/FULL trust=0.97/0.89 clean=POLLUTED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.44,10.0,12.0,0.0,0.0,2.125,1.375,2.5,1.875,0.875,1.5,0.875,0.875,0.5,0.125,0.375,0.75,0.625,1.0,0.5,0.75,14.6,12.4,10.6,13.2,6.2,3.6,4.4,4.4,64.0,49.0,6.0,5.0,4.8,6.0,13.0,12.2,1.8,3.0,2.0,1.25,3.0,3.6,0.0,1.0,0.0,1.0,FT,0.0,1.0,1,LOSS,LOSS,-1.0,-1.0,0,SKIPPED,
8,WATCHLIST,WATCH,2026-05-01,Italy,Serie B,1419959,Empoli,Avellino,95.44,89.54,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8528,,,,0.6375,,,,1.11,2.29,3.4,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.33,-0.11,0.962,1.011,0.484,0.566,-0.032,0.132,FULL,FULL,-0.082,1.0,0.0,4.0,5.0,0.35,0.0,SUPPORTED,SUPPORTED,MIXED,5.0,5.0,1.0,1.0,2.0,0.0,FULL,FULL,2.0,0.0,MEDIUM,LOW,FULL,2.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-14016.27,0.0,1.0,11.0,11.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,4.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.11 | visitante 2.29,"Market edge primario: prob 0.853 | sin cuota útil, fallback modelo",Bias lado: -2.07 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=3.00 aSOT=3.40 | lab_sched=FULL/FULL trust=0.96/1.01 clean=MIXED | availability=AVAILABILITY_SAFE inj=FULL hRisk=2.00 aRisk=0.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,15.0,8.0,0.5,0.0,0.75,2.0,1.25,1.5,1.625,1.0,0.625,0.875,0.0,0.375,0.625,0.5,0.75,0.875,0.375,0.375,13.8,10.2,13.8,9.6,3.0,3.4,4.6,2.6,50.4,48.4,5.2,3.8,6.8,5.0,17.4,16.2,1.6,2.6,2.0,2.2,4.4,2.0,1.0,0.0,1.0,0.0,FT,1.0,0.0,1,LOSS,LOSS,-1.0,-1.0,0,SKIPPED,
9,WATCHLIST,WATCH,2026-05-01,Norway,Eliteserien,1494644,Viking,Rosenborg,93.44,88.24,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8974,,,,0.7717,,,,2.92,0.95,3.87,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,PARTIAL,3.04,-0.21,0.922,1.025,0.481,0.659,-0.038,0.318,PARTIAL,PARTIAL,-0.178,2.0,0.0,2.0,4.0,0.75,0.0,SUPPORTED,SUPPORTED,MIXED,4.0,4.0,0.8,0.8,10.0,6.0,FULL,FULL,10.0,5.2,HIGH,HIGH,FULL,15.2,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-13836.27,0.0,1.0,11.0,11.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.92 | visitante 0.95,"Market edge primario: prob 0.897 | sin cuota útil, fallback modelo",Bias lado: +3.71 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=PARTIAL hSOT=6.75 aSOT=3.75 | lab_sched=PARTIAL/PARTIAL trust=0.92/1.02 clean=MIXED | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=10.00 aRisk=5.20 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,2.0,13.0,1.0,0.5,2.25,1.0,2.5,1.125,1.0,1.625,1.0,0.5,0.375,0.125,0.625,0.5,0.875,0.875,0.875,0.375,17.0,10.5,10.5,14.75,6.75,3.75,2.5,5.5,48.0,48.5,5.0,6.25,6.75,7.25,11.5,10.25,2.25,2.0,1.5,1.0,4.75,2.75,3.0,0.0,3.0,0.0,FT,3.0,0.0,1,WIN,WIN,,,0,SKIPPED,
10,WATCHLIST,WATCH,2026-05-01,Turkey,Süper Lig,1394714,Gaziantep FK,Beşiktaş,91.59,86.39,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8648,,,,0.6171,,,,1.21,2.3,3.51,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.1,0.998,0.976,0.49,0.571,-0.02,0.142,FULL,FULL,-0.081,0.0,1.0,5.0,3.0,0.0,0.35,SUPPORTED,SUPPORTED,MIXED,5.0,5.0,1.0,1.0,5.0,3.0,FULL,FULL,4.6,2.6,HIGH,MEDIUM,FULL,7.2,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-13776.28,0.0,1.0,11.0,11.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,5.0,1.0,1.0,0.4,0.22,0.45,0.45,0.38,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.21 | visitante 2.30,"Market edge primario: prob 0.865 | sin cuota útil, fallback modelo",Bias lado: -2.17 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.80 aSOT=5.80 | lab_sched=FULL/FULL trust=1.00/0.98 clean=MIXED | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=4.60 aRisk=2.60 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.38,12.0,4.0,0.0,0.5,1.0,1.625,1.375,1.5,2.0,0.875,0.75,0.625,0.125,0.375,0.625,0.375,1.0,0.625,0.75,0.5,13.4,16.6,16.2,11.8,4.8,5.8,6.0,4.0,47.2,56.8,4.0,6.4,6.2,4.8,13.8,11.8,2.0,2.0,1.2,1.4,3.6,5.8,0.0,2.0,0.0,2.0,FT,0.0,2.0,1,WIN,WIN,,,0,SKIPPED,
