fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1547760,Fluminense,Independ. Rivadavia,LEVEL_TIE,OVER_OR_BTTS_CHECK,73.99,A_ANALIZAR_PRIMERO,level_tie_flip_away_to_over
1607170,Kairat Almaty,Levski Sofia,,OVER_OR_BTTS_CHECK,67.37,A_ANALIZAR_PRIMERO,
1607601,Apollon Limassol,Brann,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,67.1,A_ANALIZAR_PRIMERO,
1607172,Sabah FA,Aarhus,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,65.85,B_ANALIZAR,
1598829,NEC Nijmegen,Olympiakos Piraeus,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,63.51,B_ANALIZAR,
1598827,Bodo/Glimt,Union St. Gilloise,,OVER_OR_BTTS_CHECK,62.55,B_ANALIZAR,
1607173,Slovan Bratislava,Mjallby AIF,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,61.38,B_ANALIZAR,
1607174,Sturm Graz,Fenerbahçe,,OVER_OR_BTTS_CHECK,61.08,B_ANALIZAR,
1598828,Lyon,Sparta Praha,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,61.06,B_ANALIZAR,
1607180,Saburtalo,Larne,,OVER_OR_BTTS_CHECK,60.8,B_ANALIZAR,
1607171,Kauno Žalgiris,Dinamo Zagreb,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,59.54,B_ANALIZAR,
1605371,Celje,Ararat-Armenia,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,59.41,B_ANALIZAR,
1607648,Boca Juniors,Deportivo Recoleta,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,57.83,B_ANALIZAR,
1607169,FK Crvena Zvezda,Hapoel Beer Sheva,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,38.5,NO_DATA_BLOCKED,
1607603,CSKA 1948,Panathinaikos,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,38.5,NO_DATA_BLOCKED,
1600305,Chippa United,Richards Bay,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1600306,Marumo Gallants,Kruger United,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1600307,Polokwane City,Stellenbosch,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1600308,TS Galaxy,Mamelodi Sundowns,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1520801,Avai,CRB,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
