target_date,generated_at,fixtures_reviewed,search_provider,urls_discovered,rows_extracted,status_counts,source_counts,auto_apply,production_change
2026-08-11,2026-08-11T23:11:56+01:00,20,SERPAPI_SEARCH_FAILED,0,0,NO_DATA=20,,NO,NO
