summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,15.0,9.0,7.0,0.578,0.616,0.0,96.0,0.0,2026-08-11T09:00:52.737108+00:00,,
home_quality_flag,,,,,,,,,,UNKNOWN,6.0
home_quality_flag,,,,,,,,,,PARTIAL,5.0
home_quality_flag,,,,,,,,,,FULL,4.0
away_quality_flag,,,,,,,,,,UNKNOWN,8.0
away_quality_flag,,,,,,,,,,FULL,6.0
away_quality_flag,,,,,,,,,,PARTIAL,1.0
