execution_rank,execution_shortlist_source,fixture_id,date,league,home_team,away_team,market_primary,final_execution_bucket,final_recommendation,execution_score,selection_score,primary_model_prob,primary_odds_used,primary_edge,actionable_result,actionable_profit_units,primary_result,primary_profit_units,ledger_result_status,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
1,PREMIUM_CORE,1607170,2026-08-11,UEFA Champions League,Kairat Almaty,Levski Sofia,OVER_1_5,APPROVED_PREMIUM,BET,114.18278911564624,72.32,0.9089,1.47,0.2286278911564626,LOSS,-1.0,LOSS,-1.0,RESULT_AVAILABLE,2026-08-11,2026-08-12T08:40:15+00:00,POST,OFFICIAL_RESULTS,PASS,2026-08-11-20260812T084015Z
