target_date,generated_at,fixture_id,league,home_team,away_team,minutes_to_kickoff,league_coverage,recent_stats_coverage,lineup_coverage,probable_lineup_gate,injuries_coverage,standings_coverage,odds_coverage,context_coverage,forecast_coverage,coverage_score,missing_blocks,api_readiness_gate,execution_policy,operator_note,auto_apply,production_change
2026-08-11,2026-08-11T19:12:26+01:00,1607171,UEFA Champions League,Kauno Žalgiris,Dinamo Zagreb,479.79,PARTIAL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,FULL,FULL,FULL,40.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE; standings_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-11,2026-08-11T19:12:26+01:00,1605371,UEFA Champions League,Celje,Ararat-Armenia,554.79,PARTIAL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,FULL,FULL,FULL,40.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE; standings_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-11,2026-08-11T19:12:26+01:00,1607648,CONMEBOL Sudamericana,Boca Juniors,Deportivo Recoleta,779.79,PARTIAL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,30.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-11,2026-08-11T19:12:26+01:00,1607169,UEFA Champions League,FK Crvena Zvezda,Hapoel Beer Sheva,539.79,PARTIAL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,FULL,FULL,FULL,40.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE; standings_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-11,2026-08-11T19:12:26+01:00,1607603,UEFA Europa Conference League,CSKA 1948,Panathinaikos,509.79,PARTIAL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,30.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-11,2026-08-11T19:12:26+01:00,1600305,Premier Soccer League,Chippa United,Richards Bay,-1,PARTIAL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,15.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-11,2026-08-11T19:12:26+01:00,1600306,Premier Soccer League,Marumo Gallants,Kruger United,-1,PARTIAL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,15.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-11,2026-08-11T19:12:26+01:00,1600307,Premier Soccer League,Polokwane City,Stellenbosch,-1,PARTIAL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,15.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-11,2026-08-11T19:12:26+01:00,1600308,Premier Soccer League,TS Galaxy,Mamelodi Sundowns,-1,PARTIAL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,15.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-11,2026-08-11T19:12:26+01:00,1520801,Serie B,Avai,CRB,-1,PARTIAL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,15.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
