target_date,generated_at,self_heal_status,daily_board_exists,daily_board_rows,current_trigger_date,trigger_action,reason,next_action,auto_apply,production_change
2026-06-06,2026-06-06T13:13:59+01:00,WAIT_DAILY_CHAIN_ALREADY_TRIGGERED,false,0,2026-06-06,NO_TRIGGER_CHANGE,"daily board missing/empty, but trigger already targets this date",Wait for daily chain output or inspect workflow if it does not produce board.,NO,NO
