summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,3,1,1,1,0,82.1133,0.108553,8.3333,4.3333,4.0,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,1,1,1,1,0,93.77,0.312905,25.0,13.0,12.0,0.0
by_final_execution_bucket,BLOCKED,,,,,1,0,0,0,0,76.16,-0.001716,0.0,0.0,0.0,0.0
by_final_execution_bucket,WATCH,,,,,1,0,0,0,0,76.41,0.014469,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,1,1,1,1,0,93.77,0.312905,25.0,13.0,12.0,0.0
by_bucket_and_governance_status,BLOCKED,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,1,0,0,0,0,76.16,-0.001716,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,1,0,0,0,0,76.41,0.014469,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,1,1,1,1,0,93.77,0.312905,25.0,13.0,12.0,0.0
by_bucket_and_final_recommendation,BLOCKED,,NO_BET,,,1,0,0,0,0,76.16,-0.001716,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,WATCH,,WATCH,,,1,0,0,0,0,76.41,0.014469,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,93.77,0.312905,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,BLOCKED,,,NO_BET,,1,0,0,0,0,76.16,-0.001716,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,WATCH,,,WATCH,,1,0,0,0,0,76.41,0.014469,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,1,1,1,1,0,93.77,0.312905,25.0,13.0,12.0,0.0
by_bucket_and_best_evidence_tier,BLOCKED,,,,,1,0,0,0,0,76.16,-0.001716,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,WATCH,,,,,1,0,0,0,0,76.41,0.014469,0.0,0.0,0.0,0.0
